session_id,node,concept,actual_nodes,status,duration_ms,message
goal_round07_dengue_brazil_2024_q1,02,disease intelligence,disease_intelligence_builder,completed,47968,disease_intelligence_builder completed.
goal_round07_dengue_brazil_2024_q1,03,profile/schema setup,profile_and_schema_setup,completed,3,profile_and_schema_setup completed.
goal_round07_dengue_brazil_2024_q1,04,source planning/query strategy,executable_source_planning;query_strategy_builder,completed;completed,62226;11,executable_source_planning completed. | query_strategy_builder completed.
goal_round07_dengue_brazil_2024_q1,05,source discovery,source_discovery,completed,143964,source_discovery completed.
goal_round07_dengue_brazil_2024_q1,06,source registry/dedup,source_dedup_and_registry,completed,19,source_dedup_and_registry completed.
goal_round07_dengue_brazil_2024_q1,07,source screening,source_screening,completed,24,source_screening completed.
goal_round07_dengue_brazil_2024_q1,08,source critic,source_critic_and_uncertainty_routing,completed,116,source_critic_and_uncertainty_routing completed.
goal_round07_dengue_brazil_2024_q1,09,fetch/parse,content_fetch_and_parse,completed,42638,content_fetch_and_parse completed.
goal_round07_dengue_brazil_2024_q1,10,document quality,document_quality_check,completed,837,document_quality_check completed.
goal_round07_dengue_brazil_2024_q1,11,evidence chunking,evidence_chunking_and_data_presence_flagging,completed,764,evidence_chunking_and_data_presence_flagging completed.
goal_round07_dengue_brazil_2024_q1,12,structured extraction,structured_extraction,completed,263198,structured_extraction completed.
goal_round07_dengue_brazil_2024_q1,13,schema validation,schema_validation_and_repair,completed,189,schema_validation_and_repair completed.
goal_round07_dengue_brazil_2024_q1,14,normalization,record_normalization,completed,180,record_normalization completed.
goal_round07_dengue_brazil_2024_q1,15,record linking,record_linking,completed,99,record_linking completed.
goal_round07_dengue_brazil_2024_q1,16,cross-source consistency,cross_source_consistency_check,completed,234,cross_source_consistency_check completed.
goal_round07_dengue_brazil_2024_q1,17,quality gate routing,quality_gate_routing,completed,111,quality_gate_routing completed.
goal_round07_dengue_brazil_2024_q1,18,human review queue,human_review,pending,,
goal_round07_dengue_brazil_2024_q1,19,post-review application,human_review,pending,,
goal_round07_dengue_brazil_2024_q1,20,final package/report,final_data_package_builder,completed,295,final_data_package_builder completed.
