actual_publisher,allowed_decision_types,date_or_period,disease,evidence_quote,issue_category,issue_type,location,priority_level,priority_rank,recommended_artifacts_to_open,short_title,source_title,source_url,suggested_action,suggested_reviewer_question,target_ids,target_type,why_it_matters
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-09-29-2024-10-05,FLU,,source_identity_review,source_credibility,united states,P1_high,11,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,source identity review - review_source_credibility_src_search_c599a25f2653 - Influenza Surveillance - Illinois Department of Public Health,Influenza Surveillance - Illinois Department of Public Health,https://dph.illinois.gov/topics-services/diseases-and-conditions/respiratory-disease/diseases/influenza/influenza-surveillance.html,Open source identity assessments and source registry metadata.,"Who is the actual publisher, and is it independent of other evidence?",src_search_c599a25f2653,source,Publisher or source identity uncertainty can affect source independence and credibility.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-09-29-2024-10-05,FLU,,source_identity_review,source_credibility,united states,P1_high,12,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,source identity review - review_source_credibility_src_search_c95c26c7b200 - [PDF] 2024-2025 Influenza Surveillance Report Week 40,[PDF] 2024-2025 Influenza Surveillance Report Week 40,https://msdh.ms.gov/page/resources/20794.pdf,Open source identity assessments and source registry metadata.,"Who is the actual publisher, and is it independent of other evidence?",src_search_c95c26c7b200,source,Publisher or source identity uncertainty can affect source independence and credibility.
floridahealth.gov,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-09-29-2024-10-05,FLU,,source_credibility_review,source_credibility,united states,P2_medium,13,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,source credibility review - review_source_credibility_src_search_64a89d53fb20 - Influenza Surveillance - Florida Department of Health,Influenza Surveillance - Florida Department of Health,https://www.floridahealth.gov/statistics-data/population-surveillance/influenza-surveillance,Review source registry and source credibility/source critic outputs.,"Should this source be collection, support, context, or excluded?",src_search_64a89d53fb20,source,Source credibility affects whether evidence should support collection or only context.
Centers for Disease Control and Prevention,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-09-29-2024-10-05,FLU,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,core_metric_extraction_gap,united states,P3_low,14,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_core_metric_gap_src_search_0961e68dbcab - 2024-2025 PEDIATRIC FLU DEATHS SURPASS PREVIOUS ...,2024-2025 PEDIATRIC FLU DEATHS SURPASS PREVIOUS ...,https://familiesfightingflu.org/2024-2025-pediatric-flu-deaths-surpass-previous-record,review_source_for_core_metric_extraction,"What decision, if any, should a human reviewer record?",src_search_0961e68dbcab,source,This review item requires human inspection before it should affect downstream interpretation.
floridahealth.gov,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-09-29-2024-10-05,FLU,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,core_metric_extraction_gap,united states,P3_low,15,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_core_metric_gap_src_search_64a89d53fb20 - Influenza Surveillance - Florida Department of Health,Influenza Surveillance - Florida Department of Health,https://www.floridahealth.gov/statistics-data/population-surveillance/influenza-surveillance,review_source_for_core_metric_extraction,"What decision, if any, should a human reviewer record?",src_search_64a89d53fb20,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-09-29-2024-10-05,FLU,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,core_metric_extraction_gap,united states,P3_low,16,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_core_metric_gap_src_search_c95c26c7b200 - [PDF] 2024-2025 Influenza Surveillance Report Week 40,[PDF] 2024-2025 Influenza Surveillance Report Week 40,https://msdh.ms.gov/page/resources/20794.pdf,review_source_for_core_metric_extraction,"What decision, if any, should a human reviewer record?",src_search_c95c26c7b200,source,This review item requires human inspection before it should affect downstream interpretation.
Centers for Disease Control and Prevention,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-09-29-2024-10-05,FLU,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,core_metric_extraction_gap,united states,P3_low,17,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_core_metric_gap_src_search_e29cb3240509 - 2024-WCP-0051 Draft.docx - ECDC,2024-WCP-0051 Draft.docx - ECDC,https://www.ecdc.europa.eu/sites/default/files/documents/communicable-disease-threats-report-week-40-2024.pdf,review_source_for_core_metric_extraction,"What decision, if any, should a human reviewer record?",src_search_e29cb3240509,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-09-29-2024-10-05,FLU,,general_review,source_screening,united states,P3_low,18,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_047de45bbd6b - Flu activity elevated across the US with at least 18 million cases: CDC,Flu activity elevated across the US with at least 18 million cases: CDC,https://abcnews.com/Health/flu-activity-elevated-us-18-million-cases-cdc/story?id=129273626,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_047de45bbd6b,source,This review item requires human inspection before it should affect downstream interpretation.
Centers for Disease Control and Prevention,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-09-29-2024-10-05,FLU,,general_review,source_screening,united states,P3_low,19,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_0961e68dbcab - 2024-2025 PEDIATRIC FLU DEATHS SURPASS PREVIOUS ...,2024-2025 PEDIATRIC FLU DEATHS SURPASS PREVIOUS ...,https://familiesfightingflu.org/2024-2025-pediatric-flu-deaths-surpass-previous-record,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_0961e68dbcab,source,This review item requires human inspection before it should affect downstream interpretation.
Centers for Disease Control and Prevention,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-09-29-2024-10-05,FLU,,general_review,source_screening,united states,P3_low,20,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,"general review - review_source_src_search_0a7b36e413fd - Weekly US Influenza Surveillance Report: Key Updates for Week 40, ending October...","Weekly US Influenza Surveillance Report: Key Updates for Week 40, ending October 4, 2025 | FluView | CDC",https://www.cdc.gov/fluview/surveillance/2025-week-40.html,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_0a7b36e413fd,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-09-29-2024-10-05,FLU,,general_review,source_screening,united states,P3_low,21,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_0ecd29cced03 - 2024–2025 United States flu season - Wikipedia,2024–2025 United States flu season - Wikipedia,https://en.wikipedia.org/wiki/2024%E2%80%932025_United_States_flu_season,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_0ecd29cced03,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-09-29-2024-10-05,FLU,,general_review,source_screening,united states,P3_low,22,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_11b7eb1f0408 - Upcoming 2026-27 Flu Season - Vaccinate Your Family,Upcoming 2026-27 Flu Season - Vaccinate Your Family,https://vaccinateyourfamily.org/current-flu-season,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_11b7eb1f0408,source,This review item requires human inspection before it should affect downstream interpretation.
Pan American Health Organization,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-09-29-2024-10-05,FLU,,general_review,source_screening,united states,P3_low,23,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,"general review - review_source_src_search_275b134ca50b - Regional Update, Influenza and Other Respiratory Viruses. Epidemiological Week 4...","Regional Update, Influenza and Other Respiratory Viruses. Epidemiological Week 40 (10 October 2025) - PAHO/WHO | Pan American Health Organization",https://www.paho.org/en/documents/regional-update-influenza-and-other-respiratory-viruses-epidemiological-week-40-10,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_275b134ca50b,source,This review item requires human inspection before it should affect downstream interpretation.
CIDRAP,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-09-29-2024-10-05,FLU,,general_review,source_screening,united states,P3_low,24,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_3ca7d0dccaf3 - US data highlight severity of 2024-25 flu season | CIDRAP,US data highlight severity of 2024-25 flu season | CIDRAP,https://www.cidrap.umn.edu/influenza-general/us-data-highlight-severity-2024-25-flu-season,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_3ca7d0dccaf3,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-09-29-2024-10-05,FLU,,general_review,source_screening,united states,P3_low,25,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_50b73d583e75 - US CDC says 2025-26 flu season 'moderately severe' as cases hit ...,US CDC says 2025-26 flu season 'moderately severe' as cases hit ...,https://www.reuters.com/business/healthcare-pharmaceuticals/us-cdc-says-2025-26-flu-season-moderately-severe-cases-hit-11-million-2026-01-05,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_50b73d583e75,source,This review item requires human inspection before it should affect downstream interpretation.
floridahealth.gov,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-09-29-2024-10-05,FLU,,general_review,source_screening,united states,P3_low,26,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_64a89d53fb20 - Influenza Surveillance - Florida Department of Health,Influenza Surveillance - Florida Department of Health,https://www.floridahealth.gov/statistics-data/population-surveillance/influenza-surveillance,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_64a89d53fb20,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-09-29-2024-10-05,FLU,,general_review,source_screening,united states,P3_low,27,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_6f32d2cabad1 - National Flu Activity Map - FFF Enterprises,National Flu Activity Map - FFF Enterprises,https://www.fffenterprises.com/vaccines/flu-activity.html,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_6f32d2cabad1,source,This review item requires human inspection before it should affect downstream interpretation.
Centers for Disease Control and Prevention,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-09-29-2024-10-05,FLU,,general_review,source_screening,united states,P3_low,28,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,"general review - review_source_src_search_7c93d846b7e6 - Weekly US Influenza Surveillance Report: Key Updates for Week 46, ending Novembe...","Weekly US Influenza Surveillance Report: Key Updates for Week 46, ending November 15, 2025 | FluView | CDC",https://www.cdc.gov/fluview/surveillance/2025-week-46.html,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_7c93d846b7e6,source,This review item requires human inspection before it should affect downstream interpretation.
Centers for Disease Control and Prevention,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-09-29-2024-10-05,FLU,,general_review,source_screening,united states,P3_low,29,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,"general review - review_source_src_search_7edb5942f160 - Weekly US Influenza Surveillance Report: Key Updates for Week 51, ending Decembe...","Weekly US Influenza Surveillance Report: Key Updates for Week 51, ending December 20, 2025",https://www.cdc.gov/fluview/surveillance/2025-week-51.html,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_7edb5942f160,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-09-29-2024-10-05,FLU,,general_review,source_screening,united states,P3_low,30,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_83ebf830f2cc - Current Influenza Activity | Wisconsin State Laboratory of Hygiene,Current Influenza Activity | Wisconsin State Laboratory of Hygiene,https://www.slh.wisc.edu/wcln-surveillance/surveillance/virology-surveillance/influenza-activity,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_83ebf830f2cc,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-09-29-2024-10-05,FLU,,general_review,source_screening,united states,P3_low,31,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_c599a25f2653 - Influenza Surveillance - Illinois Department of Public Health,Influenza Surveillance - Illinois Department of Public Health,https://dph.illinois.gov/topics-services/diseases-and-conditions/respiratory-disease/diseases/influenza/influenza-surveillance.html,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_c599a25f2653,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-09-29-2024-10-05,FLU,,general_review,source_screening,united states,P3_low,32,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_c95c26c7b200 - [PDF] 2024-2025 Influenza Surveillance Report Week 40,[PDF] 2024-2025 Influenza Surveillance Report Week 40,https://msdh.ms.gov/page/resources/20794.pdf,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_c95c26c7b200,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-09-29-2024-10-05,FLU,,general_review,source_screening,united states,P3_low,33,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_d3ca7a363124 - A new CDC report reveals... - American Academy of Pediatrics,A new CDC report reveals... - American Academy of Pediatrics,https://www.facebook.com/AmerAcadPeds/posts/a-new-cdc-report-reveals-that-pediatric-flu-deaths-in-the-2024-25-season-tied-a-/1287726810055543,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_d3ca7a363124,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-09-29-2024-10-05,FLU,,general_review,source_screening,united states,P3_low,34,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,"general review - review_source_src_search_d534bcb1e65d - What are flu rates in your state? Cases surge in 45 states, breaking records","What are flu rates in your state? Cases surge in 45 states, breaking records",https://www.nbcnews.com/health/health-news/flu-2026-states-deaths-cdc-symptoms-superflu-rcna251910,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_d534bcb1e65d,source,This review item requires human inspection before it should affect downstream interpretation.
Centers for Disease Control and Prevention,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-09-29-2024-10-05,FLU,,general_review,source_screening,united states,P3_low,35,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,"general review - review_source_src_search_e47861556720 - Weekly US Influenza Surveillance Report: Key Updates for Week 35, ending August...","Weekly US Influenza Surveillance Report: Key Updates for Week 35, ending August 30, 2025 | FluView | CDC",https://www.cdc.gov/fluview/surveillance/2025-week-35.html,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_e47861556720,source,This review item requires human inspection before it should affect downstream interpretation.
