anomaly_flags,blocking_flags,dataset_view,final_case_dataset_included,final_dataset_included,final_inclusion_status,human_review_reason,observation_type,original_status,primary_case_dataset_eligible,quality_gate_reasons,quarantine_reason,recommended_reviewer_action,record_id,validation_flags
,,final_dataset_pre_quality_gate,False,False,quarantined_outside_scope,,confirmed_case_record,,True,"[""task-window direct_collection final records require exact current-period semantics; season-to-date, cumulative, annual, previous-period, or broader EW-range records are kept as best-available context or human review"", ""record period 2026-01-01 to 2026-04-20 does not overlap requested task window 2025-01-01 to 2025-03-31""]","task-window direct_collection final records require exact current-period semantics; season-to-date, cumulative, annual, previous-period, or broader EW-range records are kept as best-available context or human review",,rec_src_search_8242cbb785a1_001,
,,final_dataset_pre_quality_gate,False,False,quarantined_outside_scope,,confirmed_case_record,,True,"[""task-window direct_collection final records require exact current-period semantics; season-to-date, cumulative, annual, previous-period, or broader EW-range records are kept as best-available context or human review"", ""record geography is broader than requested location United States; record has geographic_scope_type='region', geographic_scope='Americas Region', country='United States of America'"", ""record period 2025-01-01 to 2025-12-31 is too broad for requested task window 2025-01-01 to 2025-03-31""]","task-window direct_collection final records require exact current-period semantics; season-to-date, cumulative, annual, previous-period, or broader EW-range records are kept as best-available context or human review",,rec_src_search_8242cbb785a1_002,
,,final_dataset_pre_quality_gate,False,False,quarantined_outside_scope,,confirmed_case_record,,True,"[""task-window direct_collection final records require exact current-period semantics; season-to-date, cumulative, annual, previous-period, or broader EW-range records are kept as best-available context or human review"", ""record geography is broader than requested location United States; record has geographic_scope_type='region', geographic_scope='Americas Region', country='United States of America'"", ""record period 2025-01-01 to 2025-12-31 is too broad for requested task window 2025-01-01 to 2025-03-31""]","task-window direct_collection final records require exact current-period semantics; season-to-date, cumulative, annual, previous-period, or broader EW-range records are kept as best-available context or human review",,rec_src_search_8242cbb785a1_003,
,,final_dataset_pre_quality_gate,False,False,quarantined_outside_scope,,confirmed_case_record,,True,"[""task-window direct_collection final records require exact current-period semantics; season-to-date, cumulative, annual, previous-period, or broader EW-range records are kept as best-available context or human review"", ""record geography is broader than requested location United States; record has geographic_scope_type='region', geographic_scope='Americas Region', country='United States of America'"", ""record period 2026-01-01 to 2026-04-20 does not overlap requested task window 2025-01-01 to 2025-03-31""]","task-window direct_collection final records require exact current-period semantics; season-to-date, cumulative, annual, previous-period, or broader EW-range records are kept as best-available context or human review",,rec_src_search_8242cbb785a1_004,
,,final_dataset_pre_quality_gate,False,False,quarantined_outside_scope,,confirmed_case_record,,True,"[""task-window direct_collection final records require exact current-period semantics; season-to-date, cumulative, annual, previous-period, or broader EW-range records are kept as best-available context or human review"", ""record geography is broader than requested location United States; record has geographic_scope_type='region', geographic_scope='Region of the Americas', country='United States of America'"", ""record period 2025-01-01 to 2025-12-31 is too broad for requested task window 2025-01-01 to 2025-03-31""]","task-window direct_collection final records require exact current-period semantics; season-to-date, cumulative, annual, previous-period, or broader EW-range records are kept as best-available context or human review",,rec_src_search_6e578fc529e9_001,
,,final_dataset_pre_quality_gate,False,False,pending_human_review,"record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review",confirmed_case_record,,True,"[""task-window direct_collection final records require exact current-period semantics; season-to-date, cumulative, annual, previous-period, or broader EW-range records are kept as best-available context or human review"", ""record period 2025-01-01 to 2025-12-31 is too broad for requested task window 2025-01-01 to 2025-03-31"", ""record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review""]","record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review",,rec_src_search_cd5fb2750261_001,
,,final_dataset_pre_quality_gate,False,False,quarantined_schema_invalid,,confirmed_case_record,,True,"[""task-window direct_collection final records require exact current-period semantics; season-to-date, cumulative, annual, previous-period, or broader EW-range records are kept as best-available context or human review"", ""direct_collection metric records must resolve whether the table column is current-period, previous-period, or cumulative""]","direct_collection metric records must resolve whether the table column is current-period, previous-period, or cumulative",,rec_src_search_cd5fb2750261_002,
,,final_dataset_pre_quality_gate,False,False,pending_human_review,"record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review",unspecified_case_record,,True,"[""task-window direct_collection final records require exact current-period semantics; season-to-date, cumulative, annual, previous-period, or broader EW-range records are kept as best-available context or human review"", ""record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review""]","record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review",,rec_src_search_d1d6036be2f6_001,
,,final_dataset_pre_quality_gate,False,False,pending_human_review,"record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review",unspecified_case_record,,True,"[""record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review""]","record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review",,rec_src_search_d1d6036be2f6_002,
,,final_dataset_pre_quality_gate,False,False,pending_human_review,"record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review",surveillance_summary,,False,"[""task-window direct_collection final records require exact current-period semantics; season-to-date, cumulative, annual, previous-period, or broader EW-range records are kept as best-available context or human review"", ""record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review""]","record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review",,rec_src_search_d1d6036be2f6_003,
,,final_dataset_pre_quality_gate,False,False,pending_human_review,"record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review",confirmed_case_record,,True,"[""task-window direct_collection final records require exact current-period semantics; season-to-date, cumulative, annual, previous-period, or broader EW-range records are kept as best-available context or human review"", ""record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review""]","record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review",,rec_src_search_d1d6036be2f6_004,
,,final_dataset_pre_quality_gate,False,False,pending_human_review,"record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review",surveillance_summary,,False,"[""task-window direct_collection final records require exact current-period semantics; season-to-date, cumulative, annual, previous-period, or broader EW-range records are kept as best-available context or human review"", ""record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review""]","record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review",,rec_src_search_d1d6036be2f6_005,
,,final_dataset_pre_quality_gate,False,False,pending_human_review,"record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review",unspecified_case_record,,True,"[""record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review""]","record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review",,rec_src_search_d1d6036be2f6_006,
,,final_dataset_pre_quality_gate,False,False,pending_human_review,"record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review",unspecified_case_record,,True,"[""record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review""]","record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review",,rec_src_search_d1d6036be2f6_007,
,,final_dataset_pre_quality_gate,False,False,quarantined_outside_scope,,confirmed_case_record,,True,"[""task-window direct_collection final records require exact current-period semantics; season-to-date, cumulative, annual, previous-period, or broader EW-range records are kept as best-available context or human review"", ""record as-of date 2025-04-17 is outside requested task window 2025-01-01 to 2025-03-31"", ""record period 2025-01-01 to 2025-04-17 is too broad for requested task window 2025-01-01 to 2025-03-31""]","task-window direct_collection final records require exact current-period semantics; season-to-date, cumulative, annual, previous-period, or broader EW-range records are kept as best-available context or human review",,rec_src_search_3109afb35d90_001,
,,final_dataset_pre_quality_gate,False,False,quarantined_outside_scope,,unspecified_case_record,,True,"[""task-window direct_collection final records require exact current-period semantics; season-to-date, cumulative, annual, previous-period, or broader EW-range records are kept as best-available context or human review"", ""record as-of date 2025-04-17 is outside requested task window 2025-01-01 to 2025-03-31""]","task-window direct_collection final records require exact current-period semantics; season-to-date, cumulative, annual, previous-period, or broader EW-range records are kept as best-available context or human review",,rec_src_search_3109afb35d90_002,
,,final_dataset_pre_quality_gate,False,False,quarantined_outside_scope,,unspecified_case_record,,True,"[""task-window direct_collection final records require exact current-period semantics; season-to-date, cumulative, annual, previous-period, or broader EW-range records are kept as best-available context or human review"", ""record as-of date 2025-04-17 is outside requested task window 2025-01-01 to 2025-03-31""]","task-window direct_collection final records require exact current-period semantics; season-to-date, cumulative, annual, previous-period, or broader EW-range records are kept as best-available context or human review",,rec_src_search_3109afb35d90_003,
,,final_dataset_pre_quality_gate,False,False,quarantined_outside_scope,,unspecified_case_record,,True,"[""task-window direct_collection final records require exact current-period semantics; season-to-date, cumulative, annual, previous-period, or broader EW-range records are kept as best-available context or human review"", ""record as-of date 2025-04-17 is outside requested task window 2025-01-01 to 2025-03-31""]","task-window direct_collection final records require exact current-period semantics; season-to-date, cumulative, annual, previous-period, or broader EW-range records are kept as best-available context or human review",,rec_src_search_3109afb35d90_004,
,,final_dataset_pre_quality_gate,False,False,quarantined_outside_scope,,confirmed_case_record,,True,"[""record period 2025-01-01 to 2025-12-31 is too broad for requested task window 2025-01-01 to 2025-03-31""]",record period 2025-01-01 to 2025-12-31 is too broad for requested task window 2025-01-01 to 2025-03-31,,rec_src_search_283a8bed6a9d_001,
,,final_dataset_pre_quality_gate,False,False,quarantined_outside_scope,,confirmed_case_record,,True,"[""record period 2025-01-01 to 2025-12-31 is too broad for requested task window 2025-01-01 to 2025-03-31""]",record period 2025-01-01 to 2025-12-31 is too broad for requested task window 2025-01-01 to 2025-03-31,,rec_src_search_283a8bed6a9d_002,
,,final_dataset_pre_quality_gate,False,False,quarantined_outside_scope,,surveillance_summary,,False,"[""record period 2025-01-01 to 2025-12-31 is too broad for requested task window 2025-01-01 to 2025-03-31""]",record period 2025-01-01 to 2025-12-31 is too broad for requested task window 2025-01-01 to 2025-03-31,,rec_src_search_283a8bed6a9d_003,
,,final_dataset_pre_quality_gate,False,False,quarantined_outside_scope,,outbreak_summary,,False,"[""record period 2025-01-01 to 2025-12-31 is too broad for requested task window 2025-01-01 to 2025-03-31""]",record period 2025-01-01 to 2025-12-31 is too broad for requested task window 2025-01-01 to 2025-03-31,,rec_src_search_283a8bed6a9d_004,
,,final_dataset_pre_quality_gate,False,False,quarantined_outside_scope,,unspecified_case_record,,True,"[""record period 2024-01-01 to 2024-12-31 does not overlap requested task window 2025-01-01 to 2025-03-31""]",record period 2024-01-01 to 2024-12-31 does not overlap requested task window 2025-01-01 to 2025-03-31,,rec_src_search_283a8bed6a9d_005,
,,final_dataset_pre_quality_gate,False,False,quarantined_outside_scope,,surveillance_summary,,False,"[""record period 2024-01-01 to 2024-12-31 does not overlap requested task window 2025-01-01 to 2025-03-31""]",record period 2024-01-01 to 2024-12-31 does not overlap requested task window 2025-01-01 to 2025-03-31,,rec_src_search_283a8bed6a9d_006,
,,final_dataset_pre_quality_gate,False,False,quarantined_outside_scope,,unspecified_case_record,,True,"[""record period 2024-01-01 to 2024-12-31 does not overlap requested task window 2025-01-01 to 2025-03-31""]",record period 2024-01-01 to 2024-12-31 does not overlap requested task window 2025-01-01 to 2025-03-31,,rec_src_search_283a8bed6a9d_007,
,,final_dataset_pre_quality_gate,False,False,quarantined_outside_scope,,surveillance_summary,,False,"[""record period 2023-01-01 to 2023-12-31 does not overlap requested task window 2025-01-01 to 2025-03-31""]",record period 2023-01-01 to 2023-12-31 does not overlap requested task window 2025-01-01 to 2025-03-31,,rec_src_search_283a8bed6a9d_008,
,,final_dataset_pre_quality_gate,False,False,quarantined_outside_scope,,unspecified_case_record,,True,"[""record period 2023-01-01 to 2023-12-31 does not overlap requested task window 2025-01-01 to 2025-03-31""]",record period 2023-01-01 to 2023-12-31 does not overlap requested task window 2025-01-01 to 2025-03-31,,rec_src_search_283a8bed6a9d_009,
,,final_dataset_pre_quality_gate,False,False,quarantined_outside_scope,,unspecified_case_record,,True,"[""record period 2023-01-01 to 2023-12-31 does not overlap requested task window 2025-01-01 to 2025-03-31""]",record period 2023-01-01 to 2023-12-31 does not overlap requested task window 2025-01-01 to 2025-03-31,,rec_src_search_283a8bed6a9d_010,
,,final_dataset_pre_quality_gate,False,False,quarantined_outside_scope,,unspecified_case_record,,True,"[""task-window direct_collection final records require exact current-period semantics; season-to-date, cumulative, annual, previous-period, or broader EW-range records are kept as best-available context or human review""]","task-window direct_collection final records require exact current-period semantics; season-to-date, cumulative, annual, previous-period, or broader EW-range records are kept as best-available context or human review",,rec_src_search_283a8bed6a9d_011,
,,final_dataset,False,True,accepted_with_warnings,,hospitalization_record,,False,"[""record passed deterministic run quality gates""]",,,rec_src_search_283a8bed6a9d_012,
,,final_dataset,False,True,accepted_with_warnings,,hospitalization_record,,False,"[""record passed deterministic run quality gates""]",,,rec_src_search_283a8bed6a9d_013,
,,final_dataset,False,True,accepted_with_warnings,,hospitalization_record,,False,"[""record passed deterministic run quality gates""]",,,rec_src_search_283a8bed6a9d_014,
,,final_dataset_pre_quality_gate,False,False,quarantined_outside_scope,,unspecified_case_record,,True,"[""record event period 2022-01-01 to 2022-12-31 does not overlap requested task window 2025-01-01 to 2025-03-31""]",record event period 2022-01-01 to 2022-12-31 does not overlap requested task window 2025-01-01 to 2025-03-31,,rec_src_search_283a8bed6a9d_015,
,,final_dataset_pre_quality_gate,False,False,quarantined_outside_scope,,death_record,,False,"[""task-window direct_collection final records require exact current-period semantics; season-to-date, cumulative, annual, previous-period, or broader EW-range records are kept as best-available context or human review""]","task-window direct_collection final records require exact current-period semantics; season-to-date, cumulative, annual, previous-period, or broader EW-range records are kept as best-available context or human review",,rec_src_search_283a8bed6a9d_016,
,,final_dataset_pre_quality_gate,False,False,quarantined_outside_scope,,death_record,,True,"[""task-window direct_collection final records require exact current-period semantics; season-to-date, cumulative, annual, previous-period, or broader EW-range records are kept as best-available context or human review""]","task-window direct_collection final records require exact current-period semantics; season-to-date, cumulative, annual, previous-period, or broader EW-range records are kept as best-available context or human review",,rec_src_search_283a8bed6a9d_017,
,,final_dataset_pre_quality_gate,False,False,pending_human_review,"record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review",confirmed_case_record,,True,"[""task-window direct_collection final records require exact current-period semantics; season-to-date, cumulative, annual, previous-period, or broader EW-range records are kept as best-available context or human review"", ""record as-of date 2025-04-15 is outside requested task window 2025-01-01 to 2025-03-31"", ""record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review""]","record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review",,rec_src_search_7cb311dd75e6_001,
