anomaly_flags,blocking_flags,dataset_view,final_case_dataset_included,final_dataset_included,final_inclusion_status,human_review_reason,observation_type,original_status,primary_case_dataset_eligible,quality_gate_reasons,quarantine_reason,recommended_reviewer_action,record_id,validation_flags
,,final_dataset_pre_quality_gate,False,False,quarantined_schema_invalid,,hospitalization_record,,True,"[""direct_collection metric records must resolve whether the table column is current-period, previous-period, or cumulative""]","direct_collection metric records must resolve whether the table column is current-period, previous-period, or cumulative",,rec_src_search_72af26a33522_003,
,,final_dataset_pre_quality_gate,False,False,quarantined_outside_scope,,surveillance_summary,,False,"[""record event period 2024-10-01 to 2024-10-31 does not overlap requested task window 2025-08-01 to 2025-08-31""]",record event period 2024-10-01 to 2024-10-31 does not overlap requested task window 2025-08-01 to 2025-08-31,,rec_src_search_b8ca758c1979_001,
,,final_dataset_pre_quality_gate,False,False,pending_human_review,"record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review",confirmed_case_record,,True,"[""record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review""]","record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review",,rec_src_search_9d8411eba09d_003,
,,final_dataset_pre_quality_gate,False,False,pending_human_review,"record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review",death_record,,True,"[""record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review""]","record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review",,rec_src_search_9d8411eba09d_004,
,,final_dataset_pre_quality_gate,False,False,pending_human_review,"record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review",hospitalization_record,,True,"[""record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review""]","record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review",,rec_src_search_9d8411eba09d_005,
,,final_dataset_pre_quality_gate,False,False,pending_human_review,"record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review",unspecified_case_record,,True,"[""record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review""]","record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review",,rec_src_search_ee3c4e1dc1cd_003,
,,final_dataset_pre_quality_gate,False,False,pending_human_review,"record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review",death_record,,True,"[""record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review""]","record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review",,rec_src_search_ee3c4e1dc1cd_004,
,,final_dataset_pre_quality_gate,False,False,quarantined_outside_scope,,unspecified_case_record,,True,"[""record event period 2025-07-25 to 2025-07-25 does not overlap requested task window 2025-08-01 to 2025-08-31""]",record event period 2025-07-25 to 2025-07-25 does not overlap requested task window 2025-08-01 to 2025-08-31,,rec_src_search_f72980cd3634_001,
,,final_dataset_pre_quality_gate,False,False,quarantined_outside_scope,,death_record,,True,"[""record event period 2025-07-25 to 2025-07-25 does not overlap requested task window 2025-08-01 to 2025-08-31""]",record event period 2025-07-25 to 2025-07-25 does not overlap requested task window 2025-08-01 to 2025-08-31,,rec_src_search_f72980cd3634_002,
,,final_dataset_pre_quality_gate,False,False,pending_human_review,"record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review",confirmed_case_record,,True,"[""record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review""]","record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review",,rec_src_search_b74bccc017c5_004,
,,final_dataset_pre_quality_gate,False,False,quarantined_outside_scope,,unspecified_case_record,,True,"[""record as-of date 2025-07-25 is outside requested task window 2025-08-01 to 2025-08-31"", ""record date 2025-07-25 is outside requested task window 2025-08-01 to 2025-08-31"", ""record event period 2025-07-25 to 2025-07-25 does not overlap requested task window 2025-08-01 to 2025-08-31""]",record as-of date 2025-07-25 is outside requested task window 2025-08-01 to 2025-08-31,,rec_src_search_c72bcb75c75a_001,
,,final_dataset_pre_quality_gate,False,False,quarantined_outside_scope,,death_record,,False,"[""record as-of date 2025-07-25 is outside requested task window 2025-08-01 to 2025-08-31"", ""record date 2025-07-25 is outside requested task window 2025-08-01 to 2025-08-31"", ""record event period 2025-07-25 to 2025-07-25 does not overlap requested task window 2025-08-01 to 2025-08-31""]",record as-of date 2025-07-25 is outside requested task window 2025-08-01 to 2025-08-31,,rec_src_search_c72bcb75c75a_002,
,,final_dataset_pre_quality_gate,False,False,quarantined_outside_scope,,confirmed_case_record,,True,"[""record as-of date 2025-07-30 is outside requested task window 2025-08-01 to 2025-08-31"", ""record date 2025-07-30 is outside requested task window 2025-08-01 to 2025-08-31"", ""record event period 2025-07-25 to 2025-07-25 does not overlap requested task window 2025-08-01 to 2025-08-31""]",record as-of date 2025-07-30 is outside requested task window 2025-08-01 to 2025-08-31,,rec_src_search_fd4c39b5e976_001,
,,final_dataset_pre_quality_gate,False,False,quarantined_outside_scope,,death_record,,True,"[""record as-of date 2025-07-30 is outside requested task window 2025-08-01 to 2025-08-31"", ""record date 2025-07-30 is outside requested task window 2025-08-01 to 2025-08-31"", ""record event period 2025-07-25 to 2025-07-25 does not overlap requested task window 2025-08-01 to 2025-08-31""]",record as-of date 2025-07-30 is outside requested task window 2025-08-01 to 2025-08-31,,rec_src_search_fd4c39b5e976_002,
,,final_dataset_pre_quality_gate,False,False,quarantined_ambiguous_non_primary_observation,,ambiguous_public_health_observation,,False,"[""claim-level corroboration marked this record as not eligible for the primary case dataset"", ""record is a non-primary public-health observation, not an accepted case dataset record"", ""claim-level corroboration classified record as ambiguous_public_health_observation, not a primary confirmed case dataset record"", ""no corroborated primary case event supports this record""]",claim-level corroboration marked this record as not eligible for the primary case dataset,,rec_src_search_a9306f6e1687_001,
,,final_dataset_pre_quality_gate,False,False,quarantined_outside_scope,,unspecified_case_record,,True,"[""record event period 2025-07-25 to 2025-07-25 does not overlap requested task window 2025-08-01 to 2025-08-31""]",record event period 2025-07-25 to 2025-07-25 does not overlap requested task window 2025-08-01 to 2025-08-31,,rec_src_search_5b7e6dfb326c_003,
