actual_publisher,allowed_decision_types,date_or_period,disease,evidence_quote,issue_category,issue_type,location,priority_level,priority_rank,recommended_artifacts_to_open,short_title,source_title,source_url,suggested_action,suggested_reviewer_question,target_ids,target_type,why_it_matters
,accept_anomaly; dismiss_anomaly; confirm_anomaly; mark_anomaly_resolved; mark_anomaly_needs_more_evidence,2024-01-01-2024-03-31,Dengue,"o explicado por outras condições, que resida ou tenha viajado para áreas de transmissão até 14 dias antes do início dos sintomas, ou que tenha vínculo epidemiológico com um caso importado confirmado. ZIKA Pacientes que apresentam exantema maculopapular pruriginoso, acompanhado de um ou mais dos seguintes sinais e sintomas: febre (podendo apresentar-se baixa ≤38,5°C), hiperemia conjuntival/conjuntivite não purulenta, artralgia/poliartralgia, edema periarticular. NOTIFICAÇÃO PACIENTES ATENDIDOS NO HNSC E HCC: - Os profissionais da saúde devem preencher a FICHA DE NOTIFICAÇÃO INDIVIDUAL DO SINAN disponível no repositório de documentos no prontuário eletrônico do GHC Sistemas: Vigilância epidemiológica – Núcleo Hospitalar de Epidemiologia – Fichas de Notificação. - A FICHA DE NOTIFICAÇÃO IN...",validation_conflict_review,anomaly,Brazil,P0_critical,11,human_review_items; record_inclusion_decisions; validation_results; validation_source_compatibility_summary; anomaly_results,"validation conflict review - review_anomaly_anom_029 - [PDF] Informe Epidemiológico DENGUE, CHIKUNGUNYA E ZIKA - GHC","[PDF] Informe Epidemiológico DENGUE, CHIKUNGUNYA E ZIKA - GHC",https://www.ghc.com.br/files/DENGUE_SE26.pdf,resolve_validation_conflict,"What decision, if any, should a human reviewer record?",src_search_2eb1c67db46f; event_012; anom_029; val_result_045,anomaly,This review item requires human inspection before it should affect downstream interpretation.
,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2024-10-18,Dengue,"![Brand](https://www.cofen.gov.br/wp-content/themes/cofen/assets/imagens/logo-cofen.png) ![Transparência e Prestação de Contas](https://www.cofen.gov.br/wp-content/uploads/2023/09/transp_logo-1.png) ###### Transparência e Prestação de Contas ### Dengue aumentou 400% no Brasil em 2024 em comparação ao ano passado ##### Apesar de uma queda recente nos casos, especialistas alertam que a doença voltará a crescer em dezembro 18.10.2024 ![Mosquito Aedes aegypti. Feche um Mosquito sugando sangue humano](https://www.cofen.gov.br/wp-content/uploads/2024/10/mosquito-aedes-aegypti-feche-um-mosquito-sugando-sangue-humano_45334-157.avif) O Brasil registrou 6,5 milhões de casos prováveis de dengue até 7 de outubro de 2024, de acordo com o [Painel de Monitoramento das Arboviroses](https://www.gov.br/s...",validation_conflict_review,cross_source_conflict,Brazil,P0_critical,12,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset; validation_results; validation_source_compatibility_summary,validation conflict review - review_conflict_conf_002 - Dengue aumentou 400% no Brasil em 2024 em comparação ao ano passado - Cofen,Dengue aumentou 400% no Brasil em 2024 em comparação ao ano passado - Cofen,https://www.cofen.gov.br/dengue-aumentou-400-no-brasil-em-2024-em-comparacao-ao-ano-passado,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",rec_src_search_0cb54d17a3e3_001; rec_src_search_0cb54d17a3e3_002; rec_src_search_0cb54d17a3e3_003; conf_002,record,This review item requires human inspection before it should affect downstream interpretation.
,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2024-01-30,Dengue,"[Latin America and the Caribbean](https://outbreaknewstoday.substack.com/s/latin-america-and-the-caribbean/?utm_source=substack&utm_medium=menu) # Brazil reports 217K probable dengue cases during the first weeks of 2024 ### Nearly 13,000 chikungunya cases reported [Robert Herriman](https://substack.com/@outbreaknewstoday) Jan 30, 2024 Brazil health authorities report today a cumulative 217,841 probable cases of dengue in 2024 to date. There are 15 confirmed deaths and another 149 under investigation. Based on the latest data, the incidence of dengue in the country is 107.1 cases for each group of 100,000 inhabitants, while the disease's fatality rate is 0.9%. The number of cases are a 80 percent increase over the 120,874 probable cases of the disease reported last week. Photo by [Leandr...",validation_conflict_review,cross_source_conflict,Brazil,P0_critical,13,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset; validation_results; validation_source_compatibility_summary,validation conflict review - review_conflict_conf_004 - Brazil reports 217K probable dengue cases during the first weeks of ...,Brazil reports 217K probable dengue cases during the first weeks of ...,https://outbreaknewstoday.substack.com/p/brazil-reports-217k-probable-dengue,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",rec_src_search_2ac70c766155_005; rec_src_search_2ac70c766155_006; conf_004,record,This review item requires human inspection before it should affect downstream interpretation.
Pan American Health Organization,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2024-03-28,Dengue,"Washington, DC, March 28, 2024 (PAHO)- The Pan American Health Organization (PAHO) today warned about the surge in dengue cases in the Americas. As of March 26, 2024, over 3.5 million cases and more than 1,000 deaths have been reported in the region.",validation_conflict_review,duplicate_event_clustering,Brazil,P0_critical,14,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset; validation_results; validation_source_compatibility_summary,validation conflict review - review_duplicate_event_008 - PAHO calls for collective action in response to record increase in ...,PAHO calls for collective action in response to record increase in ...,https://www.paho.org/en/news/28-3-2024-paho-calls-collective-action-response-record-increase-dengue-cases-americas,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",rec_src_search_c19140f0ec24_001; rec_src_search_c19140f0ec24_002; event_008,record,This review item requires human inspection before it should affect downstream interpretation.
,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2024-03-31,Dengue,# Brazil reports 217K probable dengue cases during the first weeks of 2024,validation_conflict_review,duplicate_event_clustering,Brazil,P0_critical,15,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset; validation_results; validation_source_compatibility_summary,validation conflict review - review_duplicate_event_010 - Brazil reports 217K probable dengue cases during the first weeks of ...,Brazil reports 217K probable dengue cases during the first weeks of ...,https://outbreaknewstoday.substack.com/p/brazil-reports-217k-probable-dengue,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",rec_src_search_2ac70c766155_001; rec_src_search_2ac70c766155_003; event_010,record,This review item requires human inspection before it should affect downstream interpretation.
,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2024-03-31,Dengue,"o explicado por outras condições, que resida ou tenha viajado para áreas de transmissão até 14 dias antes do início dos sintomas, ou que tenha vínculo epidemiológico com um caso importado confirmado. ZIKA Pacientes que apresentam exantema maculopapular pruriginoso, acompanhado de um ou mais dos seguintes sinais e sintomas: febre (podendo apresentar-se baixa ≤38,5°C), hiperemia conjuntival/conjuntivite não purulenta, artralgia/poliartralgia, edema periarticular. NOTIFICAÇÃO PACIENTES ATENDIDOS NO HNSC E HCC: - Os profissionais da saúde devem preencher a FICHA DE NOTIFICAÇÃO INDIVIDUAL DO SINAN disponível no repositório de documentos no prontuário eletrônico do GHC Sistemas: Vigilância epidemiológica – Núcleo Hospitalar de Epidemiologia – Fichas de Notificação. - A FICHA DE NOTIFICAÇÃO IN...",validation_conflict_review,duplicate_event_clustering,"Porto Alegre, Rio Grande do Sul (Grupo Hospitalar Conceição - HNSC/HCC)",P0_critical,16,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset; validation_results; validation_source_compatibility_summary,"validation conflict review - review_duplicate_event_012 - [PDF] Informe Epidemiológico DENGUE, CHIKUNGUNYA E ZIKA - GHC","[PDF] Informe Epidemiológico DENGUE, CHIKUNGUNYA E ZIKA - GHC",https://www.ghc.com.br/files/DENGUE_SE26.pdf,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",rec_src_search_2eb1c67db46f_001; rec_src_search_2eb1c67db46f_002; rec_src_search_2eb1c67db46f_003; rec_src_search_2eb1c67db46f_004; event_012,record,This review item requires human inspection before it should affect downstream interpretation.
,accept_validation_result; mark_validation_result_not_applicable; confirm_conflict; resolve_conflict_as_left; resolve_conflict_as_right; mark_needs_more_evidence; override_validation_status,2024-10-18,Dengue,"![Brand](https://www.cofen.gov.br/wp-content/themes/cofen/assets/imagens/logo-cofen.png) ![Transparência e Prestação de Contas](https://www.cofen.gov.br/wp-content/uploads/2023/09/transp_logo-1.png) ###### Transparência e Prestação de Contas ### Dengue aumentou 400% no Brasil em 2024 em comparação ao ano passado ##### Apesar de uma queda recente nos casos, especialistas alertam que a doença voltará a crescer em dezembro 18.10.2024 ![Mosquito Aedes aegypti. Feche um Mosquito sugando sangue humano](https://www.cofen.gov.br/wp-content/uploads/2024/10/mosquito-aedes-aegypti-feche-um-mosquito-sugando-sangue-humano_45334-157.avif) O Brasil registrou 6,5 milhões de casos prováveis de dengue até 7 de outubro de 2024, de acordo com o [Painel de Monitoramento das Arboviroses](https://www.gov.br/s...",validation_conflict_review,validation_conflict,Brazil,P0_critical,17,human_review_items; record_inclusion_decisions; validation_results; validation_source_compatibility_summary,validation conflict review - review_validation_val_result_031 - Dengue aumentou 400% no Brasil em 2024 em comparação ao ano passado - Cofen,Dengue aumentou 400% no Brasil em 2024 em comparação ao ano passado - Cofen,https://www.cofen.gov.br/dengue-aumentou-400-no-brasil-em-2024-em-comparacao-ao-ano-passado,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",rec_src_search_0cb54d17a3e3_001; rec_src_search_0cb54d17a3e3_002; rec_src_search_0cb54d17a3e3_003; rec_src_search_0cb54d17a3e3_004; val_result_031,validation_result,This review item requires human inspection before it should affect downstream interpretation.
,accept_validation_result; mark_validation_result_not_applicable; confirm_conflict; resolve_conflict_as_left; resolve_conflict_as_right; mark_needs_more_evidence; override_validation_status,2024-01-30,Dengue,"[Latin America and the Caribbean](https://outbreaknewstoday.substack.com/s/latin-america-and-the-caribbean/?utm_source=substack&utm_medium=menu) # Brazil reports 217K probable dengue cases during the first weeks of 2024 ### Nearly 13,000 chikungunya cases reported [Robert Herriman](https://substack.com/@outbreaknewstoday) Jan 30, 2024 Brazil health authorities report today a cumulative 217,841 probable cases of dengue in 2024 to date. There are 15 confirmed deaths and another 149 under investigation. Based on the latest data, the incidence of dengue in the country is 107.1 cases for each group of 100,000 inhabitants, while the disease's fatality rate is 0.9%. The number of cases are a 80 percent increase over the 120,874 probable cases of the disease reported last week. Photo by [Leandr...",validation_conflict_review,validation_conflict,Brazil,P0_critical,18,human_review_items; record_inclusion_decisions; validation_results; validation_source_compatibility_summary,validation conflict review - review_validation_val_result_035 - Brazil reports 217K probable dengue cases during the first weeks of ...,Brazil reports 217K probable dengue cases during the first weeks of ...,https://outbreaknewstoday.substack.com/p/brazil-reports-217k-probable-dengue,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",rec_src_search_2ac70c766155_004; rec_src_search_2ac70c766155_005; rec_src_search_2ac70c766155_006; rec_src_search_2ac70c766155_007; val_result_035,validation_result,This review item requires human inspection before it should affect downstream interpretation.
Pan American Health Organization,accept_anomaly; dismiss_anomaly; confirm_anomaly; mark_anomaly_resolved; mark_anomaly_needs_more_evidence,2024-01-01-2024-03-31,Dengue,"Washington, DC, March 28, 2024 (PAHO)- The Pan American Health Organization (PAHO) today warned about the surge in dengue cases in the Americas. As of March 26, 2024, over 3.5 million cases and more than 1,000 deaths have been reported in the region.",claim_corroboration_review,anomaly,Brazil,P0_critical,19,human_review_items; record_inclusion_decisions; claims; claim_comparisons; corroborated_events; anomaly_results,claim corroboration review - review_anomaly_anom_017 - PAHO calls for collective action in response to record increase in ...,PAHO calls for collective action in response to record increase in ...,https://www.paho.org/en/news/28-3-2024-paho-calls-collective-action-response-record-increase-dengue-cases-americas,confirm_scope_or_reject_record,"Is the claim independently corroborated, conflicting, or only single-source evidence?",src_search_c19140f0ec24; event_008; anom_017; val_result_004,anomaly,Claim-level support is unresolved or depends on a single source.
Pan American Health Organization,accept_anomaly; dismiss_anomaly; confirm_anomaly; mark_anomaly_resolved; mark_anomaly_needs_more_evidence,2024-01-01-2024-03-31,Dengue,"Washington, DC, March 28, 2024 (PAHO)- The Pan American Health Organization (PAHO) today warned about the surge in dengue cases in the Americas. As of March 26, 2024, over 3.5 million cases and more than 1,000 deaths have been reported in the region.",claim_corroboration_review,anomaly,Brazil,P0_critical,20,human_review_items; record_inclusion_decisions; claims; claim_comparisons; corroborated_events; anomaly_results,claim corroboration review - review_anomaly_anom_018 - PAHO calls for collective action in response to record increase in ...,PAHO calls for collective action in response to record increase in ...,https://www.paho.org/en/news/28-3-2024-paho-calls-collective-action-response-record-increase-dengue-cases-americas,confirm_scope_or_reject_record,"Is the claim independently corroborated, conflicting, or only single-source evidence?",src_search_c19140f0ec24; event_008; anom_018; val_result_005,anomaly,Claim-level support is unresolved or depends on a single source.
