actual_publisher,actual_publisher_confidence,actual_publisher_normalized,aggregation_or_syndication_reason,assessed_at,authority_bucket,canonical_url,claim_support_role,credibility_level_llm,credibility_rationale,discovery_method,disease_relevance_assessment,domain,errors,geography_relevance_assessment,independence_confidence,jurisdiction_scope,likely_contains_extractable_data,likely_syndicated_or_aggregated,llm_model,llm_provider,llm_used,method,page_author_or_org_candidate,page_function,page_identity_evidence,page_identity_excerpt,page_publisher_candidate,page_site_name_candidate,page_title,post_fetch_identity_assessed,post_fetch_identity_confidence,primary_vs_secondary,publisher_evidence_fields,publisher_evidence_quotes,publisher_source,publisher_type,query_used,recommended_extraction_use,recommended_fetch_use,recommended_source_role,search_provider,search_provider_result_source,search_rank,search_result_source_raw,snippet,source_id,source_identity_llm_skipped_reason,source_identity_status,source_independence_group,source_owner,source_owner_confidence,source_type_confidence,source_type_evidence,source_type_final,source_type_llm,source_type_warning_flags,source_url,supports_context_only,supports_exposure_monitoring_claims,supports_primary_case_claims,supports_zero_case_claims,task_relevance_assessment,time_relevance_assessment,title,trust_basis,upstream_source_mentions,warnings
Pan American Health Organization,high,pan_american_health_organization,,2026-06-25T13:52:23+00:00,official_authority,https://www.paho.org/sites/default/files/2025-12/2025-dic-4pheinfluenzaepialertseasonal-final.pdf,primary_case_claim_support,,,live_search_result,not_assessed,paho.org,[],not_assessed,medium,international,True,False,,,False,source_identity_publisher_credibility_v1,,official_alert,[],,,,,False,,primary_or_authoritative,"[""domain""]",[],domain,international_public_health_agency,WHO PAHO global influenza update week 40 2024 United States Americas surveillance epidemiological,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,8,Tavily,,src_search_329a386dc3ea,direct_target_official_fast_path_skips_source_identity,assessed,publisher:pan_american_health_organization,Pan American Health Organization,high,high,"[""domain""]",international_public_health_agency,,[],https://www.paho.org/sites/default/files/2025-12/2025-dic-4pheinfluenzaepialertseasonal-final.pdf,False,False,True,False,possibly_relevant,not_assessed,[PDF] Epidemiological Alert Seasonal Influenza in the Americas Region:,Official domain pattern,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,News or aggregator source may summarize upstream official reporting,2026-06-25T13:52:23+00:00,secondary_aggregator,https://en.wikipedia.org/wiki/2024%E2%80%932025_United_States_flu_season,corroboration_support,,,live_search_result,not_assessed,en.wikipedia.org,[],not_assessed,medium,non_authority,True,True,,,False,source_identity_publisher_credibility_v1,,secondary_report,[],,,,,False,,secondary,[],[],,secondary_aggregator,"influenza flu season start October 2024 United States cases hospitalizations deaths ""week 40"" OR ""September 29"" OR ""October 5""",extract_public_health_observations,fetch_for_extraction,collection_support,tavily,Tavily,1,Tavily,,src_search_0ecd29cced03,direct_target_official_fast_path_skips_source_identity,assessed,domain:en_wikipedia_org,,low,high,"[""domain""]",secondary_aggregator,,[],https://en.wikipedia.org/wiki/2024%E2%80%932025_United_States_flu_season,False,False,False,False,possibly_relevant,not_assessed,2024–2025 United States flu season - Wikipedia,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
CIDRAP,high,cidrap,,2026-06-25T13:52:23+00:00,academic_source,https://www.cidrap.umn.edu/influenza-general/us-data-highlight-severity-2024-25-flu-season,insufficient_information,,,live_search_result,not_assessed,cidrap.umn.edu,[],not_assessed,medium,unknown,False,False,,,False,source_identity_publisher_credibility_v1,,unknown,[],,,,,False,,primary_or_authoritative,"[""domain""]",[],domain,academic_or_peer_reviewed_source,"influenza flu season start October 2024 United States cases hospitalizations deaths ""week 40"" OR ""September 29"" OR ""October 5""",needs_human_review,fetch_only_after_review,needs_human_review,tavily,Tavily,3,Tavily,,src_search_3ca7d0dccaf3,direct_target_official_fast_path_skips_source_identity,assessed,publisher:cidrap,CIDRAP,high,high,"[""domain""]",academic_or_peer_reviewed_source,,[],https://www.cidrap.umn.edu/influenza-general/us-data-highlight-severity-2024-25-flu-season,False,False,False,False,possibly_relevant,not_assessed,US data highlight severity of 2024-25 flu season | CIDRAP,Official domain pattern,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,News or aggregator source may summarize upstream official reporting,2026-06-25T13:52:23+00:00,secondary_media,https://www.reuters.com/business/healthcare-pharmaceuticals/us-cdc-says-2025-26-flu-season-moderately-severe-cases-hit-11-million-2026-01-05,corroboration_support,,,live_search_result,not_assessed,reuters.com,[],not_assessed,medium,non_authority,True,True,,,False,source_identity_publisher_credibility_v1,,secondary_report,[],,,,,False,,secondary,[],[],,news_media,"influenza flu season start October 2024 United States cases hospitalizations deaths ""week 40"" OR ""September 29"" OR ""October 5""",extract_public_health_observations,fetch_for_extraction,collection_support,tavily,Tavily,4,Tavily,,src_search_50b73d583e75,direct_target_official_fast_path_skips_source_identity,assessed,domain:reuters_com,,low,high,"[""domain""]",news_media,,[],https://www.reuters.com/business/healthcare-pharmaceuticals/us-cdc-says-2025-26-flu-season-moderately-severe-cases-hit-11-million-2026-01-05,False,False,False,False,possibly_relevant,not_assessed,US CDC says 2025-26 flu season 'moderately severe' as cases hit ...,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,News or aggregator source may summarize upstream official reporting,2026-06-25T13:52:23+00:00,secondary_media,https://www.nbcnews.com/health/health-news/flu-2026-states-deaths-cdc-symptoms-superflu-rcna251910,corroboration_support,,,live_search_result,not_assessed,nbcnews.com,[],not_assessed,medium,non_authority,True,True,,,False,source_identity_publisher_credibility_v1,,secondary_report,[],,,,,False,,secondary,[],[],,news_media,"influenza flu season start October 2024 United States cases hospitalizations deaths ""week 40"" OR ""September 29"" OR ""October 5""",extract_public_health_observations,fetch_for_extraction,collection_support,tavily,Tavily,6,Tavily,,src_search_d534bcb1e65d,direct_target_official_fast_path_skips_source_identity,assessed,domain:nbcnews_com,,low,high,"[""domain""]",news_media,,[],https://www.nbcnews.com/health/health-news/flu-2026-states-deaths-cdc-symptoms-superflu-rcna251910,False,False,False,False,possibly_relevant,not_assessed,"What are flu rates in your state? Cases surge in 45 states, breaking records",Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,News or aggregator source may summarize upstream official reporting,2026-06-25T13:52:23+00:00,secondary_media,https://vaccinateyourfamily.org/current-flu-season,corroboration_support,,,live_search_result,not_assessed,vaccinateyourfamily.org,[],not_assessed,medium,non_authority,True,True,,,False,source_identity_publisher_credibility_v1,,secondary_report,[],,,,,False,,secondary,[],[],,news_media,"influenza flu season start October 2024 United States cases hospitalizations deaths ""week 40"" OR ""September 29"" OR ""October 5""",extract_public_health_observations,fetch_for_extraction,collection_support,tavily,Tavily,7,Tavily,,src_search_11b7eb1f0408,direct_target_official_fast_path_skips_source_identity,assessed,domain:vaccinateyourfamily_org,,low,medium,"[""source_type""]",news_media,,[],https://vaccinateyourfamily.org/current-flu-season,False,False,False,False,possibly_relevant,not_assessed,Upcoming 2026-27 Flu Season - Vaccinate Your Family,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,News or aggregator source may summarize upstream official reporting,2026-06-25T13:52:23+00:00,secondary_media,https://abcnews.com/Health/flu-activity-elevated-us-18-million-cases-cdc/story?id=129273626,corroboration_support,,,live_search_result,not_assessed,abcnews.com,[],not_assessed,medium,non_authority,True,True,,,False,source_identity_publisher_credibility_v1,,secondary_report,[],,,,,False,,secondary,[],[],,news_media,"influenza flu season start October 2024 United States cases hospitalizations deaths ""week 40"" OR ""September 29"" OR ""October 5""",extract_public_health_observations,fetch_for_extraction,collection_support,tavily,Tavily,8,Tavily,,src_search_047de45bbd6b,direct_target_official_fast_path_skips_source_identity,assessed,domain:abcnews_com,,low,medium,"[""source_type""]",news_media,,[],https://abcnews.com/Health/flu-activity-elevated-us-18-million-cases-cdc/story?id=129273626,False,False,False,False,possibly_relevant,not_assessed,Flu activity elevated across the US with at least 18 million cases: CDC,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
health.ny.gov,high,health_ny_gov,,2026-06-25T13:52:23+00:00,official_authority,https://www.health.ny.gov/diseases/communicable/influenza/surveillance,primary_case_claim_support,,,live_search_result,not_assessed,health.ny.gov,[],not_assessed,medium,subnational,True,False,,,False,source_identity_publisher_credibility_v1,,report,[],,,,,False,,primary_or_authoritative,"[""domain""]",[],domain,state_or_local_public_health_agency,"state health department influenza surveillance report week 40 2024 ""September 29"" ""October 5"" ILI cases",extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,4,Tavily,,src_search_663699f8b480,direct_target_official_fast_path_skips_source_identity,assessed,publisher:health_ny_gov,health.ny.gov,high,high,"[""domain""]",state_or_local_public_health_agency,,[],https://www.health.ny.gov/diseases/communicable/influenza/surveillance,False,False,True,False,possibly_relevant,not_assessed,Respiratory Surveillance and Reports,Official domain pattern,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""direct_target_official_fast_path_skips_source_identity""]"
floridahealth.gov,high,floridahealth_gov,,2026-06-25T13:52:23+00:00,official_authority,https://www.floridahealth.gov/statistics-data/population-surveillance/influenza-surveillance,primary_case_claim_support,,,live_search_result,not_assessed,floridahealth.gov,[],not_assessed,medium,subnational,True,False,,,False,source_identity_publisher_credibility_v1,,report,[],"[Skip to Content](#primary)


County Health Departments

[Alachua County](https://alachua.floridahealth.gov)   [Baker County](https://baker.floridahealth.gov)   [Bay County](https://bay.floridahealth.gov)   [Bradford County](https://bradford.floridahealth.gov)   [Brevard County](https://brevard.floridahealth.gov)   [Broward County](https://broward.floridahealth.gov)   [Calhoun County](https://calhoun.floridahealth.gov)   [Charlotte County](https://charlotte.floridahealth.gov)   [Citrus County](https://citrus.floridahealth.gov)   [Clay County](https://clay.floridahealth.gov)   [Collier County](",,,Influenza Surveillance - Florida Department of Health,True,low,primary_or_authoritative,"[""domain""]",[],domain,state_or_local_public_health_agency,"state health department influenza surveillance report week 40 2024 ""September 29"" ""October 5"" ILI cases",extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,5,Tavily,,src_search_64a89d53fb20,direct_target_official_fast_path_skips_source_identity,assessed,publisher:floridahealth_gov,floridahealth.gov,high,high,"[""domain""]",state_or_local_public_health_agency,,[],https://www.floridahealth.gov/statistics-data/population-surveillance/influenza-surveillance,False,False,True,False,possibly_relevant,not_assessed,Influenza Surveillance - Florida Department of Health,Official domain pattern,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,,2026-06-25T13:52:23+00:00,official_authority,https://dph.illinois.gov/topics-services/diseases-and-conditions/respiratory-disease/diseases/influenza/influenza-surveillance.html,primary_case_claim_support,,,live_search_result,not_assessed,dph.illinois.gov,[],not_assessed,medium,official_unspecified,True,False,,,False,source_identity_publisher_credibility_v1,,report,[],,,,,False,,primary_or_authoritative,[],[],,official_public_health_agency,"state health department influenza surveillance report week 40 2024 ""September 29"" ""October 5"" ILI cases",extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,6,Tavily,,src_search_c599a25f2653,direct_target_official_fast_path_skips_source_identity,assessed,domain:dph_illinois_gov,,low,low,"[""source_type""]",official_public_health_agency,,[],https://dph.illinois.gov/topics-services/diseases-and-conditions/respiratory-disease/diseases/influenza/influenza-surveillance.html,False,False,True,False,possibly_relevant,not_assessed,Influenza Surveillance - Illinois Department of Public Health,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,,2026-06-25T13:52:23+00:00,official_authority,https://www.fffenterprises.com/vaccines/flu-activity.html,primary_case_claim_support,,,live_search_result,not_assessed,fffenterprises.com,[],not_assessed,medium,official_unspecified,True,False,,,False,source_identity_publisher_credibility_v1,,report,[],,,,,False,,primary_or_authoritative,[],[],,official_public_health_agency,"state health department influenza surveillance report week 40 2024 ""September 29"" ""October 5"" ILI cases",extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,7,Tavily,,src_search_6f32d2cabad1,direct_target_official_fast_path_skips_source_identity,assessed,domain:fffenterprises_com,,low,low,"[""source_type""]",official_public_health_agency,,[],https://www.fffenterprises.com/vaccines/flu-activity.html,False,False,True,False,possibly_relevant,not_assessed,National Flu Activity Map - FFF Enterprises,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,,2026-06-25T13:52:23+00:00,official_authority,https://www.slh.wisc.edu/wcln-surveillance/surveillance/virology-surveillance/influenza-activity,primary_case_claim_support,,,live_search_result,not_assessed,slh.wisc.edu,[],not_assessed,medium,official_unspecified,True,False,,,False,source_identity_publisher_credibility_v1,,report,[],,,,,False,,primary_or_authoritative,[],[],,official_public_health_agency,"state health department influenza surveillance report week 40 2024 ""September 29"" ""October 5"" ILI cases",extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,8,Tavily,,src_search_83ebf830f2cc,direct_target_official_fast_path_skips_source_identity,assessed,domain:slh_wisc_edu,,low,low,"[""source_type""]",official_public_health_agency,,[],https://www.slh.wisc.edu/wcln-surveillance/surveillance/virology-surveillance/influenza-activity,False,False,True,False,possibly_relevant,not_assessed,Current Influenza Activity | Wisconsin State Laboratory of Hygiene,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,,2026-06-25T13:52:34+00:00,official_authority,https://familiesfightingflu.org/blogs-updates/,primary_case_claim_support,,,fallback_link_discovery,target_disease_match,familiesfightingflu.org,[],not_assessed,medium,official_unspecified,True,False,,,False,source_identity_publisher_credibility_v1,,unknown,[],"[Skip to content](https://familiesfightingflu.org/blogs-updates/#fl-main-content)

[![Image 1: horizontal-f-02](https://familiesfightingflu.org/wp-content/uploads/2024/09/horizontal-f-02.png.webp)](https://familiesfightingflu.org/)

*   [Our Family](https://familiesfightingflu.org/our-family/) 
    *   [Our Vision](https://familiesfightingflu.org/our-family/#vision)
    *   [Our History](https://familiesfightingflu.org/our-family/#history)
    *   [Board of Directors](https://familiesfightingflu.org/our-family/#board-of-directors)
    *   [Junior Board & Advocates](https://familiesfightingflu.",,,Task data link from 2024-2025 PEDIATRIC FLU DEATHS SURPASS PREVIOUS ...,True,low,primary_or_authoritative,[],[],,official_public_health_agency,CDC influenza 2024-2025 season activity summary October 2024 FluSurv-NET hospitalization pediatric mortality week 40,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,5,Tavily,,src_search_0961e68dbcab_link_1,direct_target_official_fast_path_skips_source_identity,assessed,domain:familiesfightingflu_org,,low,low,"[""source_type""]",official_public_health_agency,,[],https://familiesfightingflu.org/blogs-updates/,False,False,True,False,possibly_relevant,not_assessed,Task data link from 2024-2025 PEDIATRIC FLU DEATHS SURPASS PREVIOUS ...,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,,2026-06-25T13:52:34+00:00,official_authority,https://familiesfightingflu.org/contact/,primary_case_claim_support,,,fallback_link_discovery,target_disease_match,familiesfightingflu.org,[],not_assessed,medium,official_unspecified,True,False,,,False,source_identity_publisher_credibility_v1,,unknown,[],"[Skip to content](https://familiesfightingflu.org/contact/#fl-main-content)

[![Image 1: horizontal-f-02](https://familiesfightingflu.org/wp-content/uploads/2024/09/horizontal-f-02.png.webp)](https://familiesfightingflu.org/)

*   [Our Family](https://familiesfightingflu.org/our-family/) 
    *   [Our Vision](https://familiesfightingflu.org/our-family/#vision)
    *   [Our History](https://familiesfightingflu.org/our-family/#history)
    *   [Board of Directors](https://familiesfightingflu.org/our-family/#board-of-directors)
    *   [Junior Board & Advocates](https://familiesfightingflu.org/ou",,,Task data link from 2024-2025 PEDIATRIC FLU DEATHS SURPASS PREVIOUS ...,True,low,primary_or_authoritative,[],[],,official_public_health_agency,CDC influenza 2024-2025 season activity summary October 2024 FluSurv-NET hospitalization pediatric mortality week 40,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,5,Tavily,,src_search_0961e68dbcab_link_2,direct_target_official_fast_path_skips_source_identity,assessed,domain:familiesfightingflu_org,,low,low,"[""source_type""]",official_public_health_agency,,[],https://familiesfightingflu.org/contact/,False,False,True,False,possibly_relevant,not_assessed,Task data link from 2024-2025 PEDIATRIC FLU DEATHS SURPASS PREVIOUS ...,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,,2026-06-25T13:52:34+00:00,official_authority,https://familiesfightingflu.org/cookie-policy/,primary_case_claim_support,,,fallback_link_discovery,target_disease_match,familiesfightingflu.org,[],not_assessed,medium,official_unspecified,True,False,,,False,source_identity_publisher_credibility_v1,,unknown,[],"[Skip to content](https://familiesfightingflu.org/cookie-policy/#fl-main-content)

[![Image 1: horizontal-f-02](https://familiesfightingflu.org/wp-content/uploads/2024/09/horizontal-f-02.png.webp)](https://familiesfightingflu.org/)

*   [Our Family](https://familiesfightingflu.org/our-family/) 
    *   [Our Vision](https://familiesfightingflu.org/our-family/#vision)
    *   [Our History](https://familiesfightingflu.org/our-family/#history)
    *   [Board of Directors](https://familiesfightingflu.org/our-family/#board-of-directors)
    *   [Junior Board & Advocates](https://familiesfightingflu.",,,Task data link from 2024-2025 PEDIATRIC FLU DEATHS SURPASS PREVIOUS ...,True,low,primary_or_authoritative,[],[],,official_public_health_agency,CDC influenza 2024-2025 season activity summary October 2024 FluSurv-NET hospitalization pediatric mortality week 40,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,5,Tavily,,src_search_0961e68dbcab_link_3,direct_target_official_fast_path_skips_source_identity,assessed,domain:familiesfightingflu_org,,low,low,"[""source_type""]",official_public_health_agency,,[],https://familiesfightingflu.org/cookie-policy/,False,False,True,False,possibly_relevant,not_assessed,Task data link from 2024-2025 PEDIATRIC FLU DEATHS SURPASS PREVIOUS ...,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
