actual_publisher,actual_publisher_normalized,as_of_date,cases_confirmed,cases_probable,cases_suspected,cases_unspecified,claim_id,claim_status,claim_support_role,claim_type,confidence,count_field,count_semantics,count_unit,count_value,country,credibility_level,credibility_score,date_or_period,date_reported,deaths,discovery_method,disease,disease_standard_name,document_id,event_cluster_id,event_end_date,event_start_date,evidence_context,evidence_quote,extraction_method,geographic_scope,hospitalizations,human_review_reason,is_background_context_claim,is_case_claim,is_death_claim,is_exposure_monitoring_claim,is_zero_case_statement,likely_syndicated_or_aggregated,linked_event_id,locality,observation_semantics_reason,observation_type,pathogen_or_syndrome,primary_case_dataset_eligible,publisher,query_used,recommended_extraction_use,recommended_fetch_use,recommended_source_role,reporting_period,requires_human_review,search_provider,source_id,source_independence_group,source_record_id,source_role_final,source_title,source_type,source_type_final,source_url,statistical_count_type,subnational_location,supporting_chunk_id,upstream_source_mentions,warnings
Centers for Disease Control and Prevention,centers_for_disease_control_and_prevention,,,,,23.0,claim_rec_src_search_d1d6036be2f6_002_cases_unspecified,active,insufficient_information,public_health_observation,0.85,cases_unspecified,case_count,,23.0,United States of America,high,0.8943,2025-03-31,2025-03-31,,live_search_result,Measles,Measles,,event_016,,,,"# CDC confirms 23 more US measles cases as 2025 total tops 1,500",llm_structured_output_extractor,United States,,,False,True,False,False,False,False,event_016,,record reports unspecified case count,unspecified_case_record,,True,Centers for Disease Control and Prevention,CDC measles cases United States 2025 outbreak surveillance confirmed,needs_human_review,fetch_only_after_review,needs_human_review,2025,False,tavily,src_search_d1d6036be2f6,publisher:cidrap,rec_src_search_d1d6036be2f6_002,collection,"CDC confirms 23 more US measles cases as 2025 total tops 1,500 | CIDRAP",official_public_health_agency,academic_or_peer_reviewed_source,https://www.cidrap.umn.edu/measles/cdc-confirms-23-more-us-measles-cases-2025-total-tops-1500,newly_reported,,chunk_src_search_d1d6036be2f6_014,[],"[""filled_metric_period_from_source_reporting_period"", ""ambiguous_metric_column_semantics""]"
Centers for Disease Control and Prevention,centers_for_disease_control_and_prevention,,3.0,,,,claim_rec_src_search_d1d6036be2f6_004_cases_confirmed,active,insufficient_information,public_health_observation,0.85,cases_confirmed,death_count,,3.0,United States of America,high,0.8943,2025-03-31,2025-03-31,3.0,live_search_result,Measles,Measles,,event_012,,,,"Twelve percent of cases have required hospitalization, with 29% of those hospitalized aged 19 years or younger. There have been 3 confirmed measles deaths this year.",llm_structured_output_extractor,United States,,,False,True,False,False,False,False,event_012,,record reports confirmed case count,confirmed_case_record,,True,Centers for Disease Control and Prevention,CDC measles cases United States 2025 outbreak surveillance confirmed,needs_human_review,fetch_only_after_review,needs_human_review,2025,False,tavily,src_search_d1d6036be2f6,publisher:cidrap,rec_src_search_d1d6036be2f6_004,collection,"CDC confirms 23 more US measles cases as 2025 total tops 1,500 | CIDRAP",official_public_health_agency,academic_or_peer_reviewed_source,https://www.cidrap.umn.edu/measles/cdc-confirms-23-more-us-measles-cases-2025-total-tops-1500,cumulative,,chunk_src_search_d1d6036be2f6_016,[],"[""filled_metric_period_from_source_reporting_period"", ""ambiguous_metric_column_semantics""]"
Centers for Disease Control and Prevention,centers_for_disease_control_and_prevention,,3.0,,,,claim_rec_src_search_d1d6036be2f6_004_deaths,active,insufficient_information,public_health_observation,0.85,deaths,death_count,,3.0,United States of America,high,0.8943,2025-03-31,2025-03-31,3.0,live_search_result,Measles,Measles,,event_012,,,,"Twelve percent of cases have required hospitalization, with 29% of those hospitalized aged 19 years or younger. There have been 3 confirmed measles deaths this year.",llm_structured_output_extractor,United States,,,False,False,True,False,False,False,event_012,,record reports death count,death_record,,True,Centers for Disease Control and Prevention,CDC measles cases United States 2025 outbreak surveillance confirmed,needs_human_review,fetch_only_after_review,needs_human_review,2025,False,tavily,src_search_d1d6036be2f6,publisher:cidrap,rec_src_search_d1d6036be2f6_004,collection,"CDC confirms 23 more US measles cases as 2025 total tops 1,500 | CIDRAP",official_public_health_agency,academic_or_peer_reviewed_source,https://www.cidrap.umn.edu/measles/cdc-confirms-23-more-us-measles-cases-2025-total-tops-1500,cumulative,,chunk_src_search_d1d6036be2f6_016,[],"[""filled_metric_period_from_source_reporting_period"", ""ambiguous_metric_column_semantics""]"
Centers for Disease Control and Prevention,centers_for_disease_control_and_prevention,2025-04-17,800.0,,,,claim_rec_src_search_3109afb35d90_001_cases_confirmed,active,primary_case_claim_support,public_health_observation,0.85,cases_confirmed,case_count,,800.0,United States of America,high,0.8943,2025-03-31,2025-03-31,,live_search_result,Measles,Measles,,event_033,,,,"##### [Return to your place in the text](#F1_up)**FIGURE 1**. **Reported number of confirmed\* measles cases, by state (N = 800) — United States, January 1–April 17, 2025**",llm_structured_output_extractor,United States,,,False,True,False,False,False,False,event_033,,record reports confirmed case count,confirmed_case_record,Measles virus,True,Centers for Disease Control and Prevention,CDC measles cases United States 2025 outbreak surveillance confirmed,extract_primary_case_claims,fetch_for_extraction,collection,"January 1–April 17, 2025",False,tavily,src_search_3109afb35d90,publisher:centers_for_disease_control_and_prevention,rec_src_search_3109afb35d90_001,collection,"Measles Update — United States, January 1–April 17, 2025 | MMWR",official_public_health_agency,national_public_health_agency,https://www.cdc.gov/mmwr/volumes/74/wr/mm7414a1.htm,cumulative,,chunk_src_search_3109afb35d90_021,[],"[""ambiguous_metric_column_semantics""]"
Centers for Disease Control and Prevention,centers_for_disease_control_and_prevention,2025-04-17,,,,800.0,claim_rec_src_search_3109afb35d90_002_cases_unspecified,active,primary_case_claim_support,public_health_observation,0.7,cases_unspecified,case_count,,800.0,United States of America,high,0.8943,2025-03-31,2025-03-31,,live_search_result,Measles,Measles,,event_015,,,,| ****Total measles cases**** | ****800 (100)**** | ****48 (6)**** | ****752 (94)**** |,llm_structured_output_extractor,United States,,,False,True,False,False,False,False,event_015,,record reports unspecified case count,unspecified_case_record,,True,Centers for Disease Control and Prevention,CDC measles cases United States 2025 outbreak surveillance confirmed,extract_primary_case_claims,fetch_for_extraction,collection,"January 1–April 17, 2025",False,tavily,src_search_3109afb35d90,publisher:centers_for_disease_control_and_prevention,rec_src_search_3109afb35d90_002,collection,"Measles Update — United States, January 1–April 17, 2025 | MMWR",official_public_health_agency,national_public_health_agency,https://www.cdc.gov/mmwr/volumes/74/wr/mm7414a1.htm,cumulative,,chunk_src_search_3109afb35d90_023,[],"[""filled_metric_period_from_source_reporting_period"", ""ambiguous_metric_column_semantics""]"
Centers for Disease Control and Prevention,centers_for_disease_control_and_prevention,2025-04-17,,,,48.0,claim_rec_src_search_3109afb35d90_003_cases_unspecified,active,primary_case_claim_support,public_health_observation,0.7,cases_unspecified,case_count,,48.0,United States of America,high,0.8943,2025-03-31,2025-03-31,,live_search_result,Measles,Measles,,event_015,,,,| ****Total measles cases**** | ****800 (100)**** | ****48 (6)**** | ****752 (94)**** |,llm_structured_output_extractor,United States,,,False,True,False,False,False,False,event_015,,record reports unspecified case count,unspecified_case_record,,True,Centers for Disease Control and Prevention,CDC measles cases United States 2025 outbreak surveillance confirmed,extract_primary_case_claims,fetch_for_extraction,collection,"January 1–April 17, 2025",False,tavily,src_search_3109afb35d90,publisher:centers_for_disease_control_and_prevention,rec_src_search_3109afb35d90_003,collection,"Measles Update — United States, January 1–April 17, 2025 | MMWR",official_public_health_agency,national_public_health_agency,https://www.cdc.gov/mmwr/volumes/74/wr/mm7414a1.htm,cumulative,,chunk_src_search_3109afb35d90_023,[],"[""filled_metric_period_from_source_reporting_period"", ""ambiguous_metric_column_semantics""]"
Centers for Disease Control and Prevention,centers_for_disease_control_and_prevention,2025-04-17,,,,752.0,claim_rec_src_search_3109afb35d90_004_cases_unspecified,active,primary_case_claim_support,public_health_observation,0.7,cases_unspecified,case_count,,752.0,United States of America,high,0.8943,2025-03-31,2025-03-31,,live_search_result,Measles,Measles,,event_015,,,,| ****Total measles cases**** | ****800 (100)**** | ****48 (6)**** | ****752 (94)**** |,llm_structured_output_extractor,United States,,,False,True,False,False,False,False,event_015,,record reports unspecified case count,unspecified_case_record,,True,Centers for Disease Control and Prevention,CDC measles cases United States 2025 outbreak surveillance confirmed,extract_primary_case_claims,fetch_for_extraction,collection,"January 1–April 17, 2025",False,tavily,src_search_3109afb35d90,publisher:centers_for_disease_control_and_prevention,rec_src_search_3109afb35d90_004,collection,"Measles Update — United States, January 1–April 17, 2025 | MMWR",official_public_health_agency,national_public_health_agency,https://www.cdc.gov/mmwr/volumes/74/wr/mm7414a1.htm,cumulative,,chunk_src_search_3109afb35d90_023,[],"[""filled_metric_period_from_source_reporting_period"", ""ambiguous_metric_column_semantics""]"
Centers for Disease Control and Prevention,centers_for_disease_control_and_prevention,,2288.0,,,,claim_rec_src_search_283a8bed6a9d_001_cases_confirmed,active,primary_case_claim_support,public_health_observation,0.85,cases_confirmed,case_count,,2288.0,United States of America,high,0.8759,2025-03-31,2025-03-31,,live_search_result,Measles,Measles,,event_009,,,,"There were 48 outbreaks** reported in 2025, and 90% of confirmed cases (2,065 of 2,288) were outbreak-associated. For comparison, 16 outbreaks were reported during 2024 and 69% of cases (198 of 285) were outbreak-associated.",llm_structured_output_extractor,United States,,,False,True,False,False,False,False,event_009,,record reports confirmed case count,confirmed_case_record,,True,Centers for Disease Control and Prevention,CDC measles cases United States 2025 outbreak surveillance confirmed,extract_primary_case_claims,fetch_for_extraction,collection,2025,False,tavily,src_search_283a8bed6a9d,publisher:centers_for_disease_control_and_prevention,rec_src_search_283a8bed6a9d_001,collection,Measles Cases and Outbreaks,official_public_health_agency,national_public_health_agency,https://www.cdc.gov/measles/data-research/index.html,annual,,chunk_src_search_283a8bed6a9d_044,[],"[""ambiguous_metric_column_semantics""]"
Centers for Disease Control and Prevention,centers_for_disease_control_and_prevention,,2065.0,,,,claim_rec_src_search_283a8bed6a9d_002_cases_confirmed,active,primary_case_claim_support,public_health_observation,0.85,cases_confirmed,case_count,,2065.0,United States of America,high,0.8759,2025-03-31,2025-03-31,,live_search_result,Measles,Measles,,event_009,,,,"There were 48 outbreaks** reported in 2025, and 90% of confirmed cases (2,065 of 2,288) were outbreak-associated. For comparison, 16 outbreaks were reported during 2024 and 69% of cases (198 of 285) were outbreak-associated.",llm_structured_output_extractor,United States,,,False,True,False,False,False,False,event_009,,record reports confirmed case count,confirmed_case_record,,True,Centers for Disease Control and Prevention,CDC measles cases United States 2025 outbreak surveillance confirmed,extract_primary_case_claims,fetch_for_extraction,collection,2025,False,tavily,src_search_283a8bed6a9d,publisher:centers_for_disease_control_and_prevention,rec_src_search_283a8bed6a9d_002,collection,Measles Cases and Outbreaks,official_public_health_agency,national_public_health_agency,https://www.cdc.gov/measles/data-research/index.html,annual,,chunk_src_search_283a8bed6a9d_044,[],"[""ambiguous_metric_column_semantics""]"
Centers for Disease Control and Prevention,centers_for_disease_control_and_prevention,,,,,285.0,claim_rec_src_search_283a8bed6a9d_005_cases_unspecified,active,primary_case_claim_support,public_health_observation,0.85,cases_unspecified,case_count,,285.0,United States of America,high,0.8759,2025-03-31,2025-03-31,,live_search_result,Measles,Measles,,event_007,,,,#### 285,llm_structured_output_extractor,United States,,,False,True,False,False,False,False,event_007,,record reports unspecified case count,unspecified_case_record,,True,Centers for Disease Control and Prevention,CDC measles cases United States 2025 outbreak surveillance confirmed,extract_primary_case_claims,fetch_for_extraction,collection,2024,False,tavily,src_search_283a8bed6a9d,publisher:centers_for_disease_control_and_prevention,rec_src_search_283a8bed6a9d_005,collection,Measles Cases and Outbreaks,official_public_health_agency,national_public_health_agency,https://www.cdc.gov/measles/data-research/index.html,annual,,chunk_src_search_283a8bed6a9d_063,[],"[""ambiguous_metric_column_semantics""]"
Centers for Disease Control and Prevention,centers_for_disease_control_and_prevention,,,,,198.0,claim_rec_src_search_283a8bed6a9d_007_cases_unspecified,active,primary_case_claim_support,public_health_observation,0.85,cases_unspecified,case_count,,198.0,United States of America,high,0.8759,2025-03-31,2025-03-31,,live_search_result,Measles,Measles,,event_018,,,,"There have been 16 outbreaks (defined as 3 or more related cases) reported in 2024, and 69% of cases (198 of 285) are outbreak-associated. For comparison, 4 outbreaks were reported during 2023 and 49% of cases (29 of 59) were outbreak-associated.",llm_structured_output_extractor,United States,,,False,True,False,False,False,False,event_018,,record reports unspecified case count,unspecified_case_record,,True,Centers for Disease Control and Prevention,CDC measles cases United States 2025 outbreak surveillance confirmed,extract_primary_case_claims,fetch_for_extraction,collection,2024,False,tavily,src_search_283a8bed6a9d,publisher:centers_for_disease_control_and_prevention,rec_src_search_283a8bed6a9d_007,collection,Measles Cases and Outbreaks,official_public_health_agency,national_public_health_agency,https://www.cdc.gov/measles/data-research/index.html,subset,,chunk_src_search_283a8bed6a9d_061,[],"[""ambiguous_metric_column_semantics""]"
Centers for Disease Control and Prevention,centers_for_disease_control_and_prevention,,,,,59.0,claim_rec_src_search_283a8bed6a9d_009_cases_unspecified,active,primary_case_claim_support,public_health_observation,0.85,cases_unspecified,case_count,,59.0,United States of America,high,0.8759,2025-03-31,2025-03-31,,live_search_result,Measles,Measles,,event_005,,,,"There have been 16 outbreaks (defined as 3 or more related cases) reported in 2024, and 69% of cases (198 of 285) are outbreak-associated. For comparison, 4 outbreaks were reported during 2023 and 49% of cases (29 of 59) were outbreak-associated.",llm_structured_output_extractor,United States,,,False,True,False,False,False,False,event_005,,record reports unspecified case count,unspecified_case_record,,True,Centers for Disease Control and Prevention,CDC measles cases United States 2025 outbreak surveillance confirmed,extract_primary_case_claims,fetch_for_extraction,collection,2023,False,tavily,src_search_283a8bed6a9d,publisher:centers_for_disease_control_and_prevention,rec_src_search_283a8bed6a9d_009,collection,Measles Cases and Outbreaks,official_public_health_agency,national_public_health_agency,https://www.cdc.gov/measles/data-research/index.html,annual,,chunk_src_search_283a8bed6a9d_061,[],"[""ambiguous_metric_column_semantics""]"
Centers for Disease Control and Prevention,centers_for_disease_control_and_prevention,,,,,29.0,claim_rec_src_search_283a8bed6a9d_010_cases_unspecified,active,primary_case_claim_support,public_health_observation,0.85,cases_unspecified,case_count,,29.0,United States of America,high,0.8759,2025-03-31,2025-03-31,,live_search_result,Measles,Measles,,event_017,,,,"There have been 16 outbreaks (defined as 3 or more related cases) reported in 2024, and 69% of cases (198 of 285) are outbreak-associated. For comparison, 4 outbreaks were reported during 2023 and 49% of cases (29 of 59) were outbreak-associated.",llm_structured_output_extractor,United States,,,False,True,False,False,False,False,event_017,,record reports unspecified case count,unspecified_case_record,,True,Centers for Disease Control and Prevention,CDC measles cases United States 2025 outbreak surveillance confirmed,extract_primary_case_claims,fetch_for_extraction,collection,2023,False,tavily,src_search_283a8bed6a9d,publisher:centers_for_disease_control_and_prevention,rec_src_search_283a8bed6a9d_010,collection,Measles Cases and Outbreaks,official_public_health_agency,national_public_health_agency,https://www.cdc.gov/measles/data-research/index.html,subset,,chunk_src_search_283a8bed6a9d_061,[],"[""ambiguous_metric_column_semantics""]"
