actual_publisher,allowed_decision_types,date_or_period,disease,evidence_quote,issue_category,issue_type,location,priority_level,priority_rank,recommended_artifacts_to_open,short_title,source_title,source_url,suggested_action,suggested_reviewer_question,target_ids,target_type,why_it_matters
Centers for Disease Control and Prevention,needs_more_evidence; defer_decision,2025-01-01-2025-04-30,Measles,Primary case claim has no independent corroborating source.,claim_corroboration_review,claim_corroboration_review,Texas,P1_high,11,human_review_items; record_inclusion_decisions; claims; claim_comparisons; corroborated_events,"claim corroboration review - review_claim_corroboration_review_corr_event_003 - Measles Update — United States, January 1–April 17, 2025...","Measles Update — United States, January 1–April 17, 2025  | MMWR",https://www.cdc.gov/mmwr/volumes/74/wr/mm7414a1.htm,review_claim_corroboration,"Is the claim independently corroborated, conflicting, or only single-source evidence?",claim_rec_src_search_3109afb35d90_001_cases_confirmed; src_search_3109afb35d90; corr_event_003,claim,Claim-level support is unresolved or depends on a single source.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2025-01-01-2025-04-30,Measles,,source_identity_review,source_credibility,Texas,P1_high,12,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,source identity review - review_source_credibility_src_search_340ae0c9d09e - First death in Texas measles outbreak is unvaccinated child,First death in Texas measles outbreak is unvaccinated child,https://www.texastribune.org/2025/02/26/texas-measles-death,Open source identity assessments and source registry metadata.,"Who is the actual publisher, and is it independent of other evidence?",src_search_340ae0c9d09e,source,Publisher or source identity uncertainty can affect source independence and credibility.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2025-01-01-2025-04-30,Measles,,source_identity_review,source_credibility,Texas,P1_high,13,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,source identity review - review_source_credibility_src_search_34ae881076ba - Texas declares its measles outbreak over | AHA News,Texas declares its measles outbreak over | AHA News,https://www.aha.org/news/headline/2025-08-18-texas-declares-its-measles-outbreak-over,Open source identity assessments and source registry metadata.,"Who is the actual publisher, and is it independent of other evidence?",src_search_34ae881076ba,source,Publisher or source identity uncertainty can affect source independence and credibility.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2025-01-01-2025-04-30,Measles,,source_identity_review,source_credibility,Texas,P1_high,14,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,source identity review - review_source_credibility_src_search_8d237fa2e9fb - The Measles Outbreak in West Texas and Beyond | Johns Hopkins,The Measles Outbreak in West Texas and Beyond | Johns Hopkins,https://publichealth.jhu.edu/2025/the-measles-outbreak-in-west-texas-and-beyond,Open source identity assessments and source registry metadata.,"Who is the actual publisher, and is it independent of other evidence?",src_search_8d237fa2e9fb,source,Publisher or source identity uncertainty can affect source independence and credibility.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2025-01-01-2025-04-30,Measles,,source_identity_review,source_credibility,Texas,P1_high,15,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,source identity review - review_source_credibility_src_search_c62c62e520ae - Texas measles cases remain steady at 750. Track the spread h...,Texas measles cases remain steady at 750. Track the spread here. - The Texas Tribune,https://www.texastribune.org/2025/04/22/texas-measles-outbreak-update,Open source identity assessments and source registry metadata.,"Who is the actual publisher, and is it independent of other evidence?",src_search_c62c62e520ae,source,Publisher or source identity uncertainty can affect source independence and credibility.
,accept_anomaly; dismiss_anomaly; confirm_anomaly; mark_anomaly_resolved; mark_anomaly_needs_more_evidence,2025-01-01-2025-04-30,Measles,,claim_corroboration_review,anomaly,Texas,P1_high,16,human_review_items; record_inclusion_decisions; claims; claim_comparisons; corroborated_events; anomaly_results,claim corroboration review - review_anomaly_anom_012 - event_001,,,review_cluster_canonical_count,"Is the claim independently corroborated, conflicting, or only single-source evidence?",event_001; anom_012,anomaly,Claim-level support is unresolved or depends on a single source.
,accept_anomaly; dismiss_anomaly; confirm_anomaly; mark_anomaly_resolved; mark_anomaly_needs_more_evidence,2025-01-01-2025-04-30,Measles,,claim_corroboration_review,anomaly,Texas,P1_high,17,human_review_items; record_inclusion_decisions; claims; claim_comparisons; corroborated_events; anomaly_results,claim corroboration review - review_anomaly_anom_013 - event_010,,,review_cluster_canonical_count,"Is the claim independently corroborated, conflicting, or only single-source evidence?",event_010; anom_013,anomaly,Claim-level support is unresolved or depends on a single source.
Centers for Disease Control and Prevention,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2025-04-30,Measles,| ****Hospitalization (54)**** | |,claim_corroboration_review,duplicate_event_clustering,Texas,P1_high,18,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset; claims; claim_comparisons; corroborated_events,claim corroboration review - review_duplicate_event_002 - Characteristics of Patients Hospitalized with Measles During an Outbreak — West...,"Characteristics of Patients Hospitalized with Measles During an Outbreak — West Texas, January–March 2025  | MMWR",https://www.cdc.gov/mmwr/volumes/75/wr/mm7520a1.htm,"Open claims, claim comparisons, and corroborated events.","Is the claim independently corroborated, conflicting, or only single-source evidence?",rec_src_search_4e73f2d0f38f_002; rec_src_search_4e73f2d0f38f_003; rec_src_search_4e73f2d0f38f_004; rec_src_search_4e73f2d0f38f_005; event_002,record,Claim-level support is unresolved or depends on a single source.
,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2025-01,Measles,The Texas Department of State Health Services (DSHS) is reporting two confirmed cases of measles in residents of Harris County. These are the first confirmed cases of measles reported in Texas since 2023.,claim_corroboration_review,duplicate_event_clustering,Texas,P1_high,19,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset; claims; claim_comparisons; corroborated_events,claim corroboration review - review_duplicate_event_007 - Confirmed Case of Measles - January 2025 | Texas DSHS,Confirmed Case of Measles - January 2025 | Texas DSHS,https://www.dshs.texas.gov/news-alerts/confirmed-case-measles-january-2025,"Open claims, claim comparisons, and corroborated events.","Is the claim independently corroborated, conflicting, or only single-source evidence?",rec_src_search_470222e3d9fc_001; event_007,record,Claim-level support is unresolved or depends on a single source.
Centers for Disease Control and Prevention,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2025-04-30,Measles,### 23 new cases in Texas,claim_corroboration_review,duplicate_event_clustering,Texas,P1_high,20,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset; claims; claim_comparisons; corroborated_events,"claim corroboration review - review_duplicate_event_008 - US measles cases top 1,500 as Texas outbreak grows | CIDRAP","US measles cases top 1,500 as Texas outbreak grows | CIDRAP",https://www.cidrap.umn.edu/measles/us-measles-cases-top-1500-texas-outbreak-grows,"Open claims, claim comparisons, and corroborated events.","Is the claim independently corroborated, conflicting, or only single-source evidence?",rec_src_search_bf53e3bb2a06_001; event_008,record,Claim-level support is unresolved or depends on a single source.
,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2025-04-30,Measles,"Four percent, or fewer than 25 of the confirmed cases, are estimated to be actively infectious since their rash onset date was more than a week ago.",claim_corroboration_review,duplicate_event_clustering,Texas,P1_high,21,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset; claims; claim_comparisons; corroborated_events,claim corroboration review - review_duplicate_event_009 - Measles | Texas Children's,Measles | Texas Children's,https://www.texaschildrens.org/measles,"Open claims, claim comparisons, and corroborated events.","Is the claim independently corroborated, conflicting, or only single-source evidence?",rec_src_search_8bf36d4bffb4_002; event_009,record,Claim-level support is unresolved or depends on a single source.
Centers for Disease Control and Prevention,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2025-04-30,Measles,"Decreases in measles vaccination coverage worldwide have increased the risk for larger measles outbreaks, especially in undervaccinated communities ([About Measles | CDC](https://www.cdc.gov/measles/about/index.html#cdc_disease_basics_population-who-is-at-risk)). On August 18, 2025, the [Texas measles outbreak was declared over](https://www.dshs.texas.gov/news-alerts/texas-announces-end-west-texas-measles-outbreak), having comprised 762 confirmed cases, 99 hospitalizations, and a second measles-associated death. Although the source of this outbreak remains unknown, internationally imported cases have been associated with outbreaks among other close-knit U.S. communities with low vaccination coverage (*3*,*4*). High population coverage with 2 MMR vaccine doses is the most effective publi...",claim_corroboration_review,duplicate_event_clustering,Texas,P1_high,22,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset; claims; claim_comparisons; corroborated_events,claim corroboration review - review_duplicate_event_014 - Notes from the Field: Initial Public Health Response to a Measles Outbreak in a...,Notes from the Field: Initial Public Health Response to a Measles Outbreak in a Close-Knit West Texas Community — January−February 2025  | MMWR,https://www.cdc.gov/mmwr/volumes/75/wr/mm7523a2.htm,"Open claims, claim comparisons, and corroborated events.","Is the claim independently corroborated, conflicting, or only single-source evidence?",rec_src_search_fede8be6ac1e_002; rec_src_search_fede8be6ac1e_003; rec_src_search_fede8be6ac1e_004; event_014,record,Claim-level support is unresolved or depends on a single source.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2025-01-01-2025-04-30,Measles,,source_identity_review,source_credibility,Texas,P1_high,23,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,source identity review - review_source_credibility_src_search_0132cfa4f779 - 2025-2026 Measles Outbreaks: Where Are We Now? Resources ...,2025-2026 Measles Outbreaks: Where Are We Now? Resources ...,https://www.naccho.org/blog/articles/2025-2026-measles-resources-updates-for-local-health-departments,Open source identity assessments and source registry metadata.,"Who is the actual publisher, and is it independent of other evidence?",src_search_0132cfa4f779,source,Publisher or source identity uncertainty can affect source independence and credibility.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2025-01-01-2025-04-30,Measles,,source_identity_review,source_credibility,Texas,P1_high,24,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,source identity review - review_source_credibility_src_search_14e93bfe3eec - 2025 Southwest United States measles outbreak - Wikipedia,2025 Southwest United States measles outbreak - Wikipedia,https://en.wikipedia.org/wiki/2025_Southwest_United_States_measles_outbreak,Open source identity assessments and source registry metadata.,"Who is the actual publisher, and is it independent of other evidence?",src_search_14e93bfe3eec,source,Publisher or source identity uncertainty can affect source independence and credibility.
Centers for Disease Control and Prevention,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2025-01-01-2025-04-30,Measles,,source_identity_review,source_credibility,Texas,P1_high,25,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,"source identity review - review_source_credibility_src_search_1be284797a9b - Map: Track measles outbreaks, cases and vaccination rates by...","Map: Track measles outbreaks, cases and vaccination rates by state across the U.S.",https://www.nbcnews.com/data-graphics/track-measles-outbreak-cases-us-map-rcna198932,Open source identity assessments and source registry metadata.,"Who is the actual publisher, and is it independent of other evidence?",src_search_1be284797a9b,source,Publisher or source identity uncertainty can affect source independence and credibility.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2025-01-01-2025-04-30,Measles,,source_identity_review,source_credibility,Texas,P1_high,26,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,"source identity review - review_source_credibility_src_search_3e232b5b243d - Measles Outbreak – August 12, 2025 | Texas DSHS","Measles Outbreak – August 12, 2025 | Texas DSHS",https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025,Open source identity assessments and source registry metadata.,"Who is the actual publisher, and is it independent of other evidence?",src_search_3e232b5b243d,source,Publisher or source identity uncertainty can affect source independence and credibility.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2025-01-01-2025-04-30,Measles,,source_identity_review,source_credibility,Texas,P1_high,27,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,source identity review - review_source_credibility_src_search_470222e3d9fc - Confirmed Case of Measles - January 2025 | Texas DSHS,Confirmed Case of Measles - January 2025 | Texas DSHS,https://www.dshs.texas.gov/news-alerts/confirmed-case-measles-january-2025,Open source identity assessments and source registry metadata.,"Who is the actual publisher, and is it independent of other evidence?",src_search_470222e3d9fc,source,Publisher or source identity uncertainty can affect source independence and credibility.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2025-01-01-2025-04-30,Measles,,source_identity_review,source_credibility,Texas,P1_high,28,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,source identity review - review_source_credibility_src_search_65e6340a3a24 - Texas announces second death in measles outbreak | Texas DSHS,Texas announces second death in measles outbreak | Texas DSHS,https://www.dshs.texas.gov/news-alerts/texas-announces-second-death-measles-outbreak,Open source identity assessments and source registry metadata.,"Who is the actual publisher, and is it independent of other evidence?",src_search_65e6340a3a24,source,Publisher or source identity uncertainty can affect source independence and credibility.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2025-01-01-2025-04-30,Measles,,source_identity_review,source_credibility,Texas,P1_high,29,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,source identity review - review_source_credibility_src_search_78633c13024a - News & Alerts | Texas DSHS,News & Alerts | Texas DSHS,https://www.dshs.texas.gov/news-alerts,Open source identity assessments and source registry metadata.,"Who is the actual publisher, and is it independent of other evidence?",src_search_78633c13024a,source,Publisher or source identity uncertainty can affect source independence and credibility.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2025-01-01-2025-04-30,Measles,,source_identity_review,source_credibility,Texas,P1_high,30,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,source identity review - review_source_credibility_src_search_7cb311dd75e6 - U.S. Measles Tracker | International Vaccine Access Center,U.S. Measles Tracker | International Vaccine Access Center,https://publichealth.jhu.edu/ivac/resources/us-measles-tracker,Open source identity assessments and source registry metadata.,"Who is the actual publisher, and is it independent of other evidence?",src_search_7cb311dd75e6,source,Publisher or source identity uncertainty can affect source independence and credibility.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2025-01-01-2025-04-30,Measles,,source_identity_review,source_credibility,Texas,P1_high,31,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,source identity review - review_source_credibility_src_search_8bf36d4bffb4 - Measles | Texas Children's,Measles | Texas Children's,https://www.texaschildrens.org/measles,Open source identity assessments and source registry metadata.,"Who is the actual publisher, and is it independent of other evidence?",src_search_8bf36d4bffb4,source,Publisher or source identity uncertainty can affect source independence and credibility.
