session_id,node_number,node_name,status,duration_ms,last_message
goal_round04_cholera_haiti_2024_q4,06,source_discovery,completed,185362,source_discovery completed.
goal_round04_cholera_haiti_2024_q4,07,source_dedup_and_registry,completed,55,source_dedup_and_registry completed.
goal_round04_cholera_haiti_2024_q4,08,source_screening,completed,26,source_screening completed.
goal_round04_cholera_haiti_2024_q4,09,source_critic_and_uncertainty_routing,completed,54211,source_critic_and_uncertainty_routing completed.
goal_round04_cholera_haiti_2024_q4,10,content_fetch_and_parse,completed,57266,content_fetch_and_parse completed.
goal_round04_cholera_haiti_2024_q4,11,document_quality_check,completed,1185,document_quality_check completed.
goal_round04_cholera_haiti_2024_q4,12,evidence_chunking_and_data_presence_flagging,completed,1726,evidence_chunking_and_data_presence_flagging completed.
goal_round04_cholera_haiti_2024_q4,13,structured_extraction,completed,170204,structured_extraction completed.
goal_round04_cholera_haiti_2024_q4,14,schema_validation_and_repair,completed,113,schema_validation_and_repair completed.
goal_round04_cholera_haiti_2024_q4,15,record_normalization,completed,104,record_normalization completed.
goal_round04_cholera_haiti_2024_q4,16,record_linking,completed,96,record_linking completed.
goal_round04_cholera_haiti_2024_q4,17,cross_source_consistency_check,completed,103,cross_source_consistency_check completed.
goal_round04_cholera_haiti_2024_q4,18,quality_gate_routing,completed,96,quality_gate_routing completed.
goal_round04_cholera_haiti_2024_q4,19,human_review,pending,,
goal_round04_cholera_haiti_2024_q4,20,final_data_package_builder,completed,190,final_data_package_builder completed.
goal_round04_norovirus_us_2024_12_2025_02,01,task_intake_and_scope_planning,completed,2,task_intake_and_scope_planning completed.
goal_round04_norovirus_us_2024_12_2025_02,02,disease_intelligence_builder,completed,59138,disease_intelligence_builder completed.
goal_round04_norovirus_us_2024_12_2025_02,03,profile_and_schema_setup,completed,5,profile_and_schema_setup completed.
goal_round04_norovirus_us_2024_12_2025_02,04,executable_source_planning,completed,59517,executable_source_planning completed.
goal_round04_norovirus_us_2024_12_2025_02,05,query_strategy_builder,completed,10,query_strategy_builder completed.
goal_round04_norovirus_us_2024_12_2025_02,06,source_discovery,completed,169518,source_discovery completed.
goal_round04_norovirus_us_2024_12_2025_02,07,source_dedup_and_registry,completed,21,source_dedup_and_registry completed.
goal_round04_norovirus_us_2024_12_2025_02,08,source_screening,completed,27,source_screening completed.
goal_round04_norovirus_us_2024_12_2025_02,09,source_critic_and_uncertainty_routing,completed,54169,source_critic_and_uncertainty_routing completed.
goal_round04_norovirus_us_2024_12_2025_02,10,content_fetch_and_parse,completed,133237,content_fetch_and_parse completed.
goal_round04_norovirus_us_2024_12_2025_02,11,document_quality_check,completed,1202,document_quality_check completed.
goal_round04_norovirus_us_2024_12_2025_02,12,evidence_chunking_and_data_presence_flagging,completed,1835,evidence_chunking_and_data_presence_flagging completed.
goal_round04_norovirus_us_2024_12_2025_02,13,structured_extraction,completed,259926,structured_extraction completed.
goal_round04_norovirus_us_2024_12_2025_02,14,schema_validation_and_repair,completed,163,schema_validation_and_repair completed.
goal_round04_norovirus_us_2024_12_2025_02,15,record_normalization,completed,151,record_normalization completed.
goal_round04_norovirus_us_2024_12_2025_02,16,record_linking,completed,122,record_linking completed.
goal_round04_norovirus_us_2024_12_2025_02,17,cross_source_consistency_check,completed,129,cross_source_consistency_check completed.
goal_round04_norovirus_us_2024_12_2025_02,18,quality_gate_routing,completed,122,quality_gate_routing completed.
goal_round04_norovirus_us_2024_12_2025_02,19,human_review,pending,,
goal_round04_norovirus_us_2024_12_2025_02,20,final_data_package_builder,completed,269,final_data_package_builder completed.
