session_id,node_number,node_name,status,duration_ms,last_message
goal_round03_legionnaires_nyc_2025_08,08,source_screening,completed,37,source_screening completed.
goal_round03_legionnaires_nyc_2025_08,09,source_critic_and_uncertainty_routing,completed,71439,source_critic_and_uncertainty_routing completed.
goal_round03_legionnaires_nyc_2025_08,10,content_fetch_and_parse,completed,48256,content_fetch_and_parse completed.
goal_round03_legionnaires_nyc_2025_08,11,document_quality_check,completed,627,document_quality_check completed.
goal_round03_legionnaires_nyc_2025_08,12,evidence_chunking_and_data_presence_flagging,completed,780,evidence_chunking_and_data_presence_flagging completed.
goal_round03_legionnaires_nyc_2025_08,13,structured_extraction,completed,335814,structured_extraction completed.
goal_round03_legionnaires_nyc_2025_08,14,schema_validation_and_repair,completed,344,schema_validation_and_repair completed.
goal_round03_legionnaires_nyc_2025_08,15,record_normalization,completed,226,record_normalization completed.
goal_round03_legionnaires_nyc_2025_08,16,record_linking,completed,105,record_linking completed.
goal_round03_legionnaires_nyc_2025_08,17,cross_source_consistency_check,completed,135,cross_source_consistency_check completed.
goal_round03_legionnaires_nyc_2025_08,18,quality_gate_routing,completed,118,quality_gate_routing completed.
goal_round03_legionnaires_nyc_2025_08,19,human_review,pending,,
goal_round03_legionnaires_nyc_2025_08,20,final_data_package_builder,completed,365,final_data_package_builder completed.
