actual_publisher,allowed_decision_types,date_or_period,disease,evidence_quote,issue_category,issue_type,location,priority_level,priority_rank,recommended_artifacts_to_open,short_title,source_title,source_url,suggested_action,suggested_reviewer_question,target_ids,target_type,why_it_matters
,accept_anomaly; dismiss_anomaly; confirm_anomaly; mark_anomaly_resolved; mark_anomaly_needs_more_evidence,2024-01-01-2024-03-31,Dengue,"![Health Policy Watch](https://i0.wp.com/healthpolicy-watch.news/wp-content/uploads/2020/08/HPW-Logo-Full.png?fit=1099%2C206&ssl=1) ![](https://healthpolicy-watch.news/wp-content/themes/hpw2018/images/header-twitter.svg) ![](https://healthpolicy-watch.news/wp-content/themes/hpw2018/images/header-facebook.svg) ![](https://healthpolicy-watch.news/wp-content/themes/hpw2018/images/header-twitter.svg) ![](https://healthpolicy-watch.news/wp-content/themes/hpw2018/images/header-facebook.svg) ### Share this: ![Checking for standing water](https://healthpolicy-watch.news/wp-content/uploads/2024/02/Dengue-PAHO-1024x683.webp) In 2023, the Americas saw the highest recorded number of dengue cases of all time, with a total of 4,565,911 cases and 2,340 deaths, said the Pan American Health Organization...",claim_corroboration_review,anomaly,Brazil,P0_critical,11,human_review_items; record_inclusion_decisions; claims; claim_comparisons; corroborated_events; anomaly_results,claim corroboration review - review_anomaly_anom_011 - Brazil Tries New Vaccine As 'Exponential' Rise In Dengue Cases Plagues The America...,Brazil Tries New Vaccine As 'Exponential' Rise In Dengue Cases Plagues The Americas - Health Policy Watch,https://healthpolicy-watch.news/brazil-tries-new-vaccine-as-exponential-rise-in-dengue-cases-plagues-the-americas,confirm_scope_or_reject_record,"Is the claim independently corroborated, conflicting, or only single-source evidence?",src_search_df7c57966665; event_002; anom_011; val_result_015,anomaly,Claim-level support is unresolved or depends on a single source.
,accept_anomaly; dismiss_anomaly; confirm_anomaly; mark_anomaly_resolved; mark_anomaly_needs_more_evidence,2024-01-01-2024-03-31,Dengue,"![](https://www.scielo.br/media/images/rsbmt_logo.png) # Open-access The greatest Dengue epidemic in Brazil: Surveillance, Prevention, and Control ![Open-access](https://ds.scielo.org/img/logo-open-access.svg) ## ABSTRACT In this review, we discuss dengue surveillance, prevention, and control measures in Brazil. Data on dengue epidemics between 2000 and 2024 indicates an increase in the number of dengue cases and deaths. Global climate change is a key driver of this growth. Over the past 25 years, nearly 18 million Brazilians have been infected with the dengue virus, and the highest number of dengue cases in Brazil's history is projected to reach 2024. Dengue mortality in Brazil increased geographically over time. As of June, there were approximately 6 million probable cases and 4,000 c...",claim_corroboration_review,anomaly,Brazil,P0_critical,12,human_review_items; record_inclusion_decisions; claims; claim_comparisons; corroborated_events; anomaly_results,"claim corroboration review - review_anomaly_anom_012 - Brasil - The greatest Dengue epidemic in Brazil: Surveillance, Prevention, and Con...","Brasil - The greatest Dengue epidemic in Brazil: Surveillance, Prevention, and Control The greatest Dengue epidemic in Brazil: Surveillance, Prevention, and Control",https://www.scielo.br/j/rsbmt/a/gTT8ZZVR8g4Xx9xQPyp4GBz?format=html&lang=en,confirm_scope_or_reject_record,"Is the claim independently corroborated, conflicting, or only single-source evidence?",src_search_6dae7aeadbda; event_003; anom_012; val_result_018,anomaly,Claim-level support is unresolved or depends on a single source.
,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2024-03-31,Dengue,"![](https://www.scielo.br/media/images/rsbmt_logo.png) # Open-access The greatest Dengue epidemic in Brazil: Surveillance, Prevention, and Control ![Open-access](https://ds.scielo.org/img/logo-open-access.svg) ## ABSTRACT In this review, we discuss dengue surveillance, prevention, and control measures in Brazil. Data on dengue epidemics between 2000 and 2024 indicates an increase in the number of dengue cases and deaths. Global climate change is a key driver of this growth. Over the past 25 years, nearly 18 million Brazilians have been infected with the dengue virus, and the highest number of dengue cases in Brazil's history is projected to reach 2024. Dengue mortality in Brazil increased geographically over time. As of June, there were approximately 6 million probable cases and 4,000 c...",validation_conflict_review,duplicate_event_clustering,Brazil,P1_high,13,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset; validation_results; validation_source_compatibility_summary,"validation conflict review - review_duplicate_event_004 - Brasil - The greatest Dengue epidemic in Brazil: Surveillance, Prevention, and...","Brasil - The greatest Dengue epidemic in Brazil: Surveillance, Prevention, and Control The greatest Dengue epidemic in Brazil: Surveillance, Prevention, and Control",https://www.scielo.br/j/rsbmt/a/gTT8ZZVR8g4Xx9xQPyp4GBz?format=html&lang=en,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",rec_src_search_6dae7aeadbda_001; rec_src_search_6dae7aeadbda_002; event_004,record,This review item requires human inspection before it should affect downstream interpretation.
,needs_more_evidence; defer_decision,2024-01-01-2024-03-31,Dengue,Primary case claim has no independent corroborating source.,claim_corroboration_review,claim_corroboration_review,Brazil,P1_high,14,human_review_items; record_inclusion_decisions; claims; claim_comparisons; corroborated_events,claim corroboration review - review_claim_corroboration_review_corr_event_003 - [PDF] Boletim Epidemiológico - Secretaria de Saúde do Dis...,[PDF] Boletim Epidemiológico - Secretaria de Saúde do Distrito Federal,https://saude.df.gov.br/documents/37101/0/52_BOLETIM_SEMANAL_DENGUE_SE_52+DF+2024.pdf/93054779-dc46-bacf-24d2-39da8c85ecc7?t=1736196099692,review_claim_corroboration,"Is the claim independently corroborated, conflicting, or only single-source evidence?",claim_rec_src_search_9baddae323c5_001_cases_suspected; claim_rec_src_search_9baddae323c5_002_cases_probable; claim_rec_src_search_9baddae323c5_003_cases_probable; claim_rec_src_search_9baddae323c5_004_cases_probable; src_search_9baddae323c5; corr_event_003,claim,Claim-level support is unresolved or depends on a single source.
,needs_more_evidence; defer_decision,2024-01-01-2024-03-31,Dengue,Primary case claim has no independent corroborating source.,claim_corroboration_review,claim_corroboration_review,Brazil,P1_high,15,human_review_items; record_inclusion_decisions; claims; claim_comparisons; corroborated_events,"claim corroboration review - review_claim_corroboration_review_corr_event_004 - [PDF] Informe Epidemiológico DENGUE, CHIKUNGUNYA E ZIKA -...","[PDF] Informe Epidemiológico DENGUE, CHIKUNGUNYA E ZIKA - GHC",https://www.ghc.com.br/files/DENGUE_SE26.pdf,review_claim_corroboration,"Is the claim independently corroborated, conflicting, or only single-source evidence?",claim_rec_src_search_2eb1c67db46f_001_cases_confirmed; claim_rec_src_search_2eb1c67db46f_001_cases_suspected; claim_rec_src_search_2eb1c67db46f_001_deaths; src_search_2eb1c67db46f; corr_event_004,claim,Claim-level support is unresolved or depends on a single source.
,needs_more_evidence; defer_decision,2024-01-01-2024-03-31,Dengue,Primary case claim has no independent corroborating source.,claim_corroboration_review,claim_corroboration_review,Brazil,P1_high,16,human_review_items; record_inclusion_decisions; claims; claim_comparisons; corroborated_events,"claim corroboration review - review_claim_corroboration_review_corr_event_005 - [PDF] Informe Epidemiológico DENGUE, CHIKUNGUNYA E ZIKA -...","[PDF] Informe Epidemiológico DENGUE, CHIKUNGUNYA E ZIKA - GHC",https://www.ghc.com.br/files/DENGUE_SE26.pdf,review_claim_corroboration,"Is the claim independently corroborated, conflicting, or only single-source evidence?",claim_rec_src_search_2eb1c67db46f_002_cases_confirmed; claim_rec_src_search_2eb1c67db46f_002_cases_suspected; claim_rec_src_search_2eb1c67db46f_002_deaths; src_search_2eb1c67db46f; corr_event_005,claim,Claim-level support is unresolved or depends on a single source.
,needs_more_evidence; defer_decision,2024-01-01-2024-03-31,Dengue,Primary case claim has no independent corroborating source.,claim_corroboration_review,claim_corroboration_review,Brazil,P1_high,17,human_review_items; record_inclusion_decisions; claims; claim_comparisons; corroborated_events,claim corroboration review - review_claim_corroboration_review_corr_event_007 - Brazil Tries New Vaccine As 'Exponential' Rise In Dengue...,Brazil Tries New Vaccine As 'Exponential' Rise In Dengue Cases Plagues The Americas - Health Policy Watch,https://healthpolicy-watch.news/brazil-tries-new-vaccine-as-exponential-rise-in-dengue-cases-plagues-the-americas,review_claim_corroboration,"Is the claim independently corroborated, conflicting, or only single-source evidence?",claim_rec_src_search_df7c57966665_002_cases_unspecified; claim_rec_src_search_df7c57966665_002_deaths; claim_rec_src_search_df7c57966665_003_cases_unspecified; src_search_df7c57966665; corr_event_007,claim,Claim-level support is unresolved or depends on a single source.
,accept_anomaly; dismiss_anomaly; confirm_anomaly; mark_anomaly_resolved; mark_anomaly_needs_more_evidence,2024-03-31,Dengue,"![Health Policy Watch](https://i0.wp.com/healthpolicy-watch.news/wp-content/uploads/2020/08/HPW-Logo-Full.png?fit=1099%2C206&ssl=1) ![](https://healthpolicy-watch.news/wp-content/themes/hpw2018/images/header-twitter.svg) ![](https://healthpolicy-watch.news/wp-content/themes/hpw2018/images/header-facebook.svg) ![](https://healthpolicy-watch.news/wp-content/themes/hpw2018/images/header-twitter.svg) ![](https://healthpolicy-watch.news/wp-content/themes/hpw2018/images/header-facebook.svg) ### Share this: ![Checking for standing water](https://healthpolicy-watch.news/wp-content/uploads/2024/02/Dengue-PAHO-1024x683.webp) In 2023, the Americas saw the highest recorded number of dengue cases of all time, with a total of 4,565,911 cases and 2,340 deaths, said the Pan American Health Organization...",anomaly_review,anomaly,Brazil,P1_high,18,human_review_items; record_inclusion_decisions; anomaly_results,anomaly review - review_anomaly_anom_003 - Brazil Tries New Vaccine As 'Exponential' Rise In Dengue Cases Plagues The Americas - Health P...,Brazil Tries New Vaccine As 'Exponential' Rise In Dengue Cases Plagues The Americas - Health Policy Watch,https://healthpolicy-watch.news/brazil-tries-new-vaccine-as-exponential-rise-in-dengue-cases-plagues-the-americas,review_possible_spike_or_extraction_error,Is this a real public-health signal or an extraction/count-semantics problem?,rec_src_search_df7c57966665_002; src_search_df7c57966665; anom_003,anomaly,An anomaly rule flagged the item for expert inspection.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-01-01-2024-03-31,Dengue,,source_identity_review,source_credibility,Brazil,P1_high,19,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,source identity review - review_source_credibility_src_search_1dbf2c45d0a6 - Brazil in state of emergency due to dengue fever: 1 million...,Brazil in state of emergency due to dengue fever: 1 million cases so ...,https://www.npr.org/sections/goatsandsoda/2024/03/04/1235795657/dengue-brazil-state-of-emergency-vaccine,Open source identity assessments and source registry metadata.,"Who is the actual publisher, and is it independent of other evidence?",src_search_1dbf2c45d0a6,source,Publisher or source identity uncertainty can affect source independence and credibility.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-01-01-2024-03-31,Dengue,,source_identity_review,source_credibility,Brazil,P1_high,20,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,source identity review - review_source_credibility_src_search_2e8e30169e0b - Dengue outbreak in Brazil prompting emergency health measures,Dengue outbreak in Brazil prompting emergency health measures,https://www.youtube.com/watch?v=V3_rv56QgQw,Open source identity assessments and source registry metadata.,"Who is the actual publisher, and is it independent of other evidence?",src_search_2e8e30169e0b,source,Publisher or source identity uncertainty can affect source independence and credibility.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-01-01-2024-03-31,Dengue,,source_identity_review,source_credibility,Brazil,P1_high,21,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,source identity review - review_source_credibility_src_search_3ab93461f77b - 2024 dengue outbreak in Latin America and the Caribbean,2024 dengue outbreak in Latin America and the Caribbean,https://en.wikipedia.org/wiki/2024_dengue_outbreak_in_Latin_America_and_the_Caribbean,Open source identity assessments and source registry metadata.,"Who is the actual publisher, and is it independent of other evidence?",src_search_3ab93461f77b,source,Publisher or source identity uncertainty can affect source independence and credibility.
